id,name,genreisnongame,genreisindie,genreisaction,genreisadventure,genreiscasual,genreisstrategy,genreisrpg,genreissimulation,genreisearlyaccess,genreisfreetoplay,genreissports,genreisracing,genreismassivelymultiplayer
3411,Shadow Ops: Red Mercury,false,false,true,false,false,false,false,false,false,false,false,false,false
3412,Falcon A.T.,false,false,false,false,false,false,false,true,false,false,false,false,false
3413,Hard Truck: Apocalypse Rise Of Clans / Ex Machina: Meridian 113,false,false,true,false,false,false,false,false,false,false,false,true,false
3414,Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,false,false,true,false,false,false,false,false,false,false,false,true,false
3415,Disney Planes,false,false,true,true,false,false,false,false,false,false,false,false,false
3416,Crouching Pony Hidden Dragon,false,true,true,false,false,false,true,false,false,false,false,false,false
3417,Harvester,false,false,false,true,false,false,false,false,false,false,false,false,false
3418,Battle Academy,false,false,false,false,false,true,false,false,false,false,false,false,false
3419,Chaos Domain,false,true,true,false,false,false,false,false,false,false,false,false,false
3420,Ionball 2 : Ionstorm,false,false,true,false,true,false,false,false,false,false,false,false,false
3421,Selfie: Sisters of the Amniotic Lens,false,true,false,true,true,false,false,true,false,false,false,false,true
3422,Wildlife Park 3,false,true,false,false,true,true,false,true,false,false,false,false,false
3423,Autocraft,false,true,false,false,true,false,false,true,true,false,false,false,false
3424,Toybox Turbos,false,false,false,false,false,false,false,false,false,false,false,true,false
3425,Resident Evil Revelations 2 / Biohazard Revelations 2,false,false,true,true,false,false,false,false,false,false,false,false,false
3426,Colin McRae Rally,false,false,false,false,false,false,false,false,false,false,true,true,false
3427,COH2 - The Western Front Armies: US Forces,false,false,false,false,false,true,false,false,false,false,false,false,false
3428,COH2 - The Western Front Armies: Oberkommando West,false,false,false,false,false,true,false,false,false,false,false,false,false
3429,Metro: Last Light Redux,false,false,true,false,false,false,false,false,false,false,false,false,false
3430,Rise of Nations: Extended Edition,false,false,false,false,false,true,false,true,false,false,false,false,false
3431,Pandora: First Contact,false,false,false,false,false,true,false,true,false,false,false,false,false
3432,Sunset,false,true,false,true,true,false,false,true,false,false,false,false,false
3433,METAL GEAR SOLID V: THE PHANTOM PAIN,false,false,true,true,false,false,false,false,false,false,false,false,false
3434,Nostradamus: The Last Prophecy,false,false,false,true,true,false,false,false,false,false,false,false,false
3435,The Witch's Yarn,false,true,false,true,true,false,false,false,false,false,false,false,false
3436,Derrick the Deathfin,false,true,false,false,false,false,false,false,false,false,false,false,false
3437,TY the Tasmanian Tiger 4,false,true,true,true,false,false,false,false,false,false,false,false,false
3438,8-Bit Commando,false,true,true,false,false,false,false,false,false,false,false,false,false
3439,Pro Pinball Ultra,false,false,false,false,false,false,false,true,false,false,false,false,false
3440,Mortal Online,false,true,true,false,false,false,true,false,false,true,false,false,true
3441,Yomi,false,true,false,false,false,true,false,false,false,false,false,false,false
3442,Mini Metro,false,true,false,false,false,true,false,true,false,false,false,false,false
3443,Oncoming Death Steam Edition,false,true,true,true,false,false,false,false,true,false,false,false,false
3444,Rex Rocket,false,true,true,true,false,false,false,false,false,false,false,false,false
3445,Actual Sunlight,false,true,false,true,false,false,false,false,false,false,false,false,false
3446,Whispering Willows,false,true,false,true,false,false,false,false,false,false,false,false,false
3447,MechRunner,false,false,true,false,false,false,false,false,false,false,false,false,false
3448,Dungeonmans,false,true,false,true,false,true,true,false,false,false,false,false,false
3449,Jack Nicklaus Perfect Golf,false,true,false,false,false,true,false,true,false,false,true,false,false
3450,The Room,false,true,false,true,false,false,false,false,false,false,false,false,false
3451,Backstage Pass,false,true,false,false,false,false,false,true,false,false,false,false,false
3452,Conflicks - Revolutionary Space Battles,false,true,true,false,true,true,false,false,false,false,false,false,false
3453,liteCam HD: Capture twitch.tv Live Stream,true,false,false,false,false,false,false,false,false,false,false,false,false
3454,Strike Suit Zero: Director's Cut,false,true,true,false,false,false,false,false,false,false,false,false,false
3455,Deckadance 2,true,false,false,false,false,false,false,false,false,false,false,false,false
3456,Fable Anniversary,false,false,false,false,false,false,true,false,false,false,false,false,false
3457,Black Rainbow,false,true,false,true,false,false,false,false,false,false,false,false,false
3458,Kingdom Tales 2,false,false,false,false,true,false,false,false,false,false,false,false,false
3459,Sharpe Investigations: Death on the Seine,false,false,false,true,true,false,false,false,false,false,false,false,false
3460,HTR+ Slot Car Simulation,false,false,false,false,false,false,false,false,false,false,false,true,false
3461,Myths Of Orion,false,false,false,true,false,false,false,false,false,false,false,false,false
3462,Sudokuball Detective,false,false,false,false,true,false,false,false,false,false,false,false,false
3463,Demolition Master 3D,false,false,false,false,true,false,false,true,false,false,false,false,false
3464,Redneck Racers,false,false,false,false,true,false,false,false,false,false,false,false,false
3465,Hotel Collectors Edition,false,true,false,true,false,false,false,false,false,false,false,false,false
3466,White Haven Mysteries,false,false,false,true,false,false,false,false,false,false,false,false,false
3467,Voodoo Whisperer Curse of a Legend,false,false,false,true,false,false,false,false,false,false,false,false,false
3468,Haunted Past: Realm of Ghosts,false,false,false,true,false,false,false,false,false,false,false,false,false
3469,Realms of Arkania: Star Trail,false,true,false,true,false,false,true,false,true,false,false,false,false
3470,Pineview Drive,false,true,true,true,false,false,false,false,false,false,false,false,false
3471,The Charnel House Trilogy,false,true,false,true,false,false,false,false,false,false,false,false,false
3472,Dark Lore Mysteries: The Hunt For Truth,false,false,false,true,false,false,false,false,false,false,false,false,false
3473,Shannon Tweed's Attack Of The Groupies,false,false,false,false,true,false,false,false,false,false,false,false,false
3474,Sid Meier's Civilization VI,false,false,false,false,false,true,false,false,false,false,false,false,false
3475,Ampu-Tea,false,true,false,true,true,false,true,true,false,false,false,false,false
3476,Endless Legend,false,true,false,false,false,true,true,false,false,false,false,false,false
3477,A.I.M.2 Clan Wars,false,false,true,false,false,false,true,true,false,false,false,false,false
3478,Ascension to the Throne,false,false,false,false,false,true,true,false,false,false,false,false,false
3479,BorderZone,false,false,true,false,false,false,true,false,false,false,false,false,false
3480,Perimeter: Emperor's Testament,false,false,false,false,false,true,false,false,false,false,false,false,false
3481,Dreamscapes: The Sandman - Premium Edition,false,false,false,true,false,false,false,false,false,false,false,false,false
3482,El Matador,false,false,true,false,false,false,false,false,false,false,false,false,false
3483,Faces of War,false,false,true,false,false,true,false,true,false,false,false,false,false
3484,"Fairy Tale About Father Frost, Ivan and Nastya",false,false,false,true,true,false,false,false,false,false,false,false,false
3485,Freight Tycoon Inc.,false,false,false,false,false,true,false,false,false,false,false,false,false
3486,Konung 2,false,false,false,false,false,false,true,false,false,false,false,false,false
3487,Konung 3: Ties of the Dynasty,false,false,false,false,false,false,true,false,false,false,false,false,false
3488,Parkan 2,false,false,true,true,false,false,false,true,false,false,false,false,false
3489,Planet Alcatraz,false,false,false,false,false,false,true,false,false,false,false,false,false
3490,Perimeter,false,false,false,false,false,true,false,false,false,false,false,false,false
3491,RC Cars,false,false,false,false,true,false,false,false,false,false,false,true,false
3492,The Tomorrow War,false,false,true,true,false,false,false,true,false,false,false,false,false
3493,UFO: Aftershock,false,false,false,false,false,true,false,false,false,false,false,false,false
3494,King's Bounty: Dark Side,false,false,false,false,false,true,true,false,false,false,false,false,false
3495,Aggression: Europe Under Fire,false,false,false,false,false,true,false,false,false,false,false,false,false
3496,Marauder,false,false,false,false,false,true,true,false,false,false,false,false,false
3497,Collapse,false,false,true,true,false,false,false,false,false,false,false,false,false
3498,Assassin's Creed Unity,false,false,true,true,false,false,false,false,false,false,false,false,false
3499,Lara Croft and the Temple of Osiris,false,false,true,true,false,false,false,false,false,false,false,false,false
3500,ROCKETSROCKETSROCKETS,false,true,true,false,true,true,false,false,false,false,true,false,false
3501,Requiem,false,false,false,false,false,false,true,false,false,true,false,false,true
3502,Dracula: The Resurrection,false,false,false,true,true,false,false,false,false,false,false,false,false
3503,Dracula 2: The Last Sanctuary,false,false,false,true,true,false,false,false,false,false,false,false,false
3504,Dracula 3: The Path of the Dragon,false,false,false,true,true,false,false,false,false,false,false,false,false
