"Genre","name"
"Strategy","Fieldrunners 2"
"Strategy","Shad'O"
"Strategy","Jagged Alliance 2 - Wildfire"
"Strategy","Go Home Dinosaurs!"
"Strategy","Tiny Troopers"
"Strategy","Gemini Wars"
"Strategy","Fallen Enchantress"
"Strategy","Great Big War Game"
"Strategy","Blood Bowl: Chaos Edition"
"Strategy","Worms Armageddon"
"Strategy","Nethergate: Resurrection"
"Strategy","Democracy 2"
"Strategy","Unity of Command"
"Strategy","Frontline Tactics"
"Strategy","Defender's Quest: Valley of the Forgotten"
"Strategy","Planets Under Attack"
"Strategy","Scribblenauts Unlimited"
"Strategy","Patterns"
"Strategy","The Banner Saga: Factions"
"Strategy","Dogs of War Online - Beta"
"Strategy","StarDrive"
"Strategy","Jack Lumber"
"Strategy","Towns"
"Strategy","Eufloria HD"
"Strategy","Monopoly"
"Strategy","Age of Empires II: HD Edition"
"Strategy","Defense Grid 2"
"Strategy","Aarklash: Legacy"
"Strategy","Reus"
"Strategy","Wargame: AirLand Battle"
"Strategy","Insurgency"
"Strategy","7 Wonders: Ancient Alien Makeover"
"Strategy","Blockscape"
"Strategy","AirBuccaneers"
"Strategy","Xenonauts"
"Strategy","Folk Tale"
"Strategy","Gnomoria"
"Strategy","The Game of Life"
"Strategy","Clockwork Empires"
"Strategy","Arma Tactics"
"Strategy","Iron Sky Invasion"
"Strategy","Brütal Legend"
"Strategy","Cities in Motion 2"
"Strategy","Nom Nom Galaxy"
"Strategy","Weird Worlds: Return to Infinite Space"
"Strategy","Desktop Dungeons"
"Strategy","Age of Wonders III"
"Strategy","Galactic Civilizations III"
"Strategy","Ironclad Tactics"
"Strategy","Rise of Venice"
"Strategy","Hegemony Rome: The Rise of Caesar"
"Strategy","Kingdom Wars"
"Strategy","Sang-Froid - Tales of Werewolves"
"Strategy","StarForge"
"Strategy","March of the Eagles"
"Strategy","Castle Story"
"Strategy","Battleship"
"Strategy","Risk"
"Strategy","Fallen Enchantress: Legendary Heroes"
"Strategy","Baldur's Gate: Enhanced Edition"
"Strategy","A Valley Without Wind 2"
"Strategy","Cubemen 2"
"Strategy","Ashes of the Singularity"
"Strategy","Skulls of the Shogun"
"Strategy","Dungeon Hearts"
"Strategy","Might & Magic: Heroes VI - Shades of Darkness"
"Strategy","Armada 2526 Gold Edition"
"Strategy","War for the Overworld"
"Strategy","Divinity: Original Sin (Classic)"
"Strategy","Lords of Football"
"Strategy","Cannon Brawl"
"Strategy","Company of Heroes 2"
"Strategy","Eador. Masters of the Broken World"
"Strategy","SolForge"
"Strategy","Godus"
"Strategy","Stronghold Crusader 2"
"Strategy","Defense Technica"
"Strategy","Planetary Annihilation"
"Strategy","Avadon 2: The Corruption"
"Strategy","Prison Architect"
"Strategy","Sword of the Stars: The Pit"
"Strategy","Organ Trail: Director's Cut"
"Strategy","Worms Clan Wars"
"Strategy","Kenshi"
"Strategy","Timelines: Assault on America"
"Strategy","Scrabble"
"Strategy","Shadowrun Returns"
"Strategy","Super Sanctum TD"
"Strategy","Original War"
"Strategy","Prime World: Defenders"
"Strategy","Blitzkrieg 3"
"Strategy","King’s Bounty: Legions"
"Strategy","Small World 2"
"Strategy","Eador. Genesis"
"Strategy","Cubetractor"
"Strategy","Dungeon Defenders II"
"Strategy","Horizon"
"Strategy","Takedown: Red Sabre"
"Strategy","Blood Bowl 2"
"Strategy","Anomaly 2"
"Strategy","Europa Universalis IV"
"Strategy","Frozen Cortex"
"Strategy","Expeditions: Conquistador"
"Strategy","Battle Worlds: Kronos"
"Strategy","Agarest: Generations of War"
"Strategy","UFO: Afterlight"
"Strategy","The Banner Saga"
"Strategy","Citadels"
"Strategy","Skyward Collapse"
"Strategy","Bionic Dues"
"Strategy","7 Grand Steps, Step 1: What Ancients Begat"
"Strategy","The Mighty Quest For Epic Loot"
"Strategy","Catan"
"Strategy","Game Dev Tycoon"
"Strategy","Dead State"
"Strategy","Wasteland 2"
"Strategy","CastleStorm"
"Strategy","Sorcerer King"
"Strategy","Space Hulk"
"Strategy","Verdun"
"Strategy","Banished"
"Strategy","Poof"
"Strategy","PixelJunk™ Monsters Ultimate"
"Strategy","Divinity: Dragon Commander"
"Strategy","Invisible, Inc."
"Strategy","Sid Meier's Ace Patrol"
"Strategy","Sid Meier's Ace Patrol: Pacific Skies"
"Strategy","Homeworld Remastered Collection"
"Strategy","Supreme Ruler 1936"
"Strategy","Men of War: Assault Squad 2"
"Strategy","StarMade"
"Strategy","Space Engineers"
"Strategy","SpellForce 2 - Demons of the Past"
"Strategy","Etherium"
"Strategy","Democracy 3"
"Strategy","Tropico 5"
"Strategy","Spacebase DF-9"
"Strategy","MASSIVE CHALICE"
"Strategy","Kingdom Rush"
"Strategy","Plague Inc: Evolved"
"Strategy","Legends of Eisenwald"
"Strategy","Lords of the Black Sun"
"Strategy","Talisman: Digital Edition"
"Strategy","Cook, Serve, Delicious!"
"Strategy","Redshirt"
"Strategy","Reach for the Sun"
"Strategy","Craft The World"
"Strategy","Dominions 3"
"Strategy","Toribash"
"Strategy","Door Kickers"
"Strategy","NEO Scavenger"
"Strategy","Dungeon of the Endless"
"Strategy","Ancient Space"
"Strategy","Unholy Heights"
"Strategy","Zafehouse: Diaries"
"Strategy","The Castle Doctrine"
"Strategy","Blackguards"
"Strategy","Scribblenauts Unmasked"
"Strategy","C-Wars"
"Strategy","Wargame: Red Dragon"
"Strategy","Chroma Squad"
"Strategy","Hive"
"Strategy","Call of Cthulhu: The Wasted Land"
"Strategy","Anomaly Korea"
"Strategy","Soul Saga"
"Strategy","Chainsaw Warrior"
"Strategy","Steel Storm: A.M.M.O."
"Strategy","Solar Flux"
"Strategy","Long Live The Queen"
"Strategy","Anomaly Warzone Earth Mobile Campaign"
"Strategy","Dungeon Dashers"
"Strategy","Maia"
"Strategy","Zombie Tycoon 2: Brainhov's Revenge"
"Strategy","StarDrive 2"
"Strategy","Space Pirates and Zombies 2"
"Strategy","Fantasy Grounds"
"Strategy","MouseCraft"
"Strategy","McDROID"
"Strategy","Rescue: Everyday Heroes"
"Strategy","Halfway"
"Strategy","Kingdom Wars 2: Battles"
"Strategy","Stonehearth"
"Strategy","Warmachine Tactics"
"Strategy","Steam Marines"
"Strategy","rymdkapsel"
"Strategy","Earth 2140 HD"
"Strategy","Earth 2150 Trilogy"
"Strategy","Knights and Merchants"
"Strategy","Gorky 17"
"Strategy","KnightShift"
"Strategy","World War III: Black Gold"
"Strategy","World War II: Panzer Claws"
"Strategy","FortressCraft Evolved"
"Strategy","Dofus"
"Strategy","Duskers"
"Strategy","Pool Nation"
"Strategy","Warhammer 40,000: Storm of Vengeance"
"Strategy","Ground Control Anthology"
"Strategy","Ground Control II"
"Strategy","Lords of the Realm III"
"Strategy","MoonBase Commander"
"Strategy","Lords of the Realm"
"Strategy","Silent Storm"
"Strategy","Magic 2015"
"Strategy","Entropy"
"Strategy","Cities: Skylines"
"Strategy","Jagged Alliance Flashback"
"Strategy","Adventure Park"
"Strategy","Might & Magic: Duel of Champions"
"Strategy","Monsters & Munitions"
"Strategy","Not The Robots"
"Strategy","Rebuild 3: Gangs of Deadsville"
"Strategy","Baldur's Gate II: Enhanced Edition"
"Strategy","Elder Sign: Omens"
"Strategy","Infinity Wars - Animated Trading Card Game"
"Strategy","Signal Ops"
"Strategy","Frozen Hearth"
"Strategy","Race To Mars"
"Strategy","Survivor Squad"
"Strategy","Talisman: Prologue"
"Strategy","Tank Operations: European Campaign"
"Strategy","Dominions 4"
"Strategy","Wasteland 1 - The Original Classic"
"Strategy","Sneaky Sneaky"
"Strategy","Eden Star :: Destroy - Build - Protect"
"Strategy","Void Destroyer"
"Strategy","OMG Zombies!"
"Strategy","Agarest Zero"
"Strategy","Company of Heroes 2 - The Western Front Armies _MARKETING PAGE"
"Strategy","Flockers"
"Strategy","Ninja Cats vs Samurai Dogs"
"Strategy","So Many Me"
"Strategy","Desperados - Wanted Dead or Alive"
"Strategy","Distant Worlds: Universe"
"Strategy","Holy Avatar vs. Maidens of the Dead"
"Strategy","Darkest Dungeon"
"Strategy","Toy Soldiers: Complete"
"Strategy","Dungeons 2"
"Strategy","Dead Man's Draw"
"Strategy","GoD Factory: Wingmen"
"Strategy","Smooth Operators"
"Strategy","War of the Human Tanks"
"Strategy","Spaceforce Constellations"
"Strategy","SPACECOM"
"Strategy","Out There Somewhere"
"Strategy","WazHack"
"Strategy","Global Outbreak: Doomsday Edition"
"Strategy","FORCED SHOWDOWN"
"Strategy","Meridian: New World"
"Strategy","Crazy Machines: Golden Gears"
"Strategy","The Red Solstice"
"Strategy","The Sandbox"
"Strategy","Alpha Kimori™ Episode One"
"Strategy","Hexcells"
"Strategy","Worlds of Magic"
"Strategy","DRAKERZ-Confrontation"
"Strategy","Breach & Clear"
"Strategy","Farm for your Life"
"Strategy","Conquest of Champions"
"Strategy","Age of Mythology: Extended Edition"
"Strategy","Line Of Defense Tactics - Tactical Advantage"
"Strategy","Beware Planet Earth"
"Strategy","Ground Pounders"
"Strategy","Shadowrun Chronicles - Boston Lockdown"
"Strategy","Hostile Waters: Antaeus Rising"
"Strategy","Antisquad"
"Strategy","Panzer Corps"
"Strategy","XCOM 2"
"Strategy","From The Depths"
"Strategy","Satellite Reign"
"Strategy","Pool Nation VR"
"Strategy","Infectonator : Survivors"
"Strategy","Bardbarian"
"Strategy","Claustrophobia: The Downward Struggle"
"Strategy","Arcane Worlds"
"Strategy","Tumblestone"
"Strategy","Yet Another Zombie Defense"
"Strategy","Etherlords"
"Strategy","Etherlords II"
"Strategy","Worms World Party Remastered"
"Strategy","Offworld Trading Company"
"Strategy","Industry Giant 2"
"Strategy","Transport Giant"
"Strategy","Tribloos 2"
"Strategy","Light"
"Strategy","Hexcells Plus"
"Strategy","Dreamscape"
"Strategy","Torment: Tides of Numenera"
"Strategy","Pro Rugby Manager 2015"
"Strategy","The Last Federation"
"Strategy","Game Tycoon 1.5"
"Strategy","Mechs & Mercs: Black Talons"
"Strategy","Assault Squad 2: Men of War Origins"
"Strategy","Revolution Ace"
"Strategy","868-HACK"
"Strategy","Tech Executive Tycoon"
"Strategy","Influent"
"Strategy","Graviteam Tactics: Operation Star"
"Strategy","Sentinel 3: Homeworld"
"Strategy","Chip"
"Strategy","Z Steel Soldiers"
"Strategy","Z"
"Strategy","Space Run"
"Strategy","7 Wonders of the Ancient World"
"Strategy","7 Wonders: Magical Mystery Tour"
"Strategy","Fritz Chess 14"
"Strategy","Toy Soldiers: War Chest"
"Strategy","Mordheim: City of the Damned"
"Strategy","Dwelvers"
"Strategy","Imperial Glory"
"Strategy","Praetorians"
"Strategy","Battle Group 2"
"Strategy","Panzer Tactics HD"
"Strategy","Deadbreed®"
"Strategy","LA Cops"
"Strategy","Interplanetary"
"Strategy","Making History: The Great War"
"Strategy","Gardens Inc. – From Rakes to Riches"
"Strategy","Abalone"
"Strategy","The Troma Project"
"Strategy","Creeper World 3: Arc Eternal"
"Strategy","Interstellaria"
"Strategy","Uprising44: The Silent Shadows"
"Strategy","GhostControl Inc."
"Strategy","Imagine Earth"
"Strategy","Battlepillars Gold Edition"
"Strategy","US and THEM"
"Strategy","O.R.B."
"Strategy","Disciples Sacred Lands Gold"
"Strategy","Homeworld: Deserts of Kharak"
"Strategy","The Banner Saga 2"
"Strategy","Stellaris"
"Strategy","Sid Meier's Starships"
"Strategy","SuperPower 2 Steam Edition"
"Strategy","RollerCoaster Tycoon World"
"Strategy","Star Ruler 2"
"Strategy","Warring States"
"Strategy","100% Orange Juice"
"Strategy","FaeVerse Alchemy"
"Strategy","Hyperdimension Neptunia Re;Birth1"
"Strategy","Strategic War in Europe"
"Strategy","The Campaign Series: Fall Weiss"
"Strategy","Jagged Alliance Gold"
"Strategy","Unclaimed World"
"Strategy","ZAMB! Biomutant Extermination"
