id,name,platformwindows,platformlinux,platformmac
1338,E.Y.E: Divine Cybermancy,true,false,false
1339,Cloning Clyde,true,false,false
1340,Ancients of Ooga,true,false,false
1341,Post Apocalyptic Mayhem,true,false,false
1342,Hydrophobia: Prophecy,true,false,false
1343,DETOUR,true,false,false
1344,Gundemonium Recollection,true,false,false
1345,Hitogata Happa,true,false,false
1346,GundeadliGne,true,false,false
1347,A.R.E.S.,true,false,false
1348,B.U.T.T.O.N.,true,false,false
1349,Xotic,true,false,false
1350,Shadow Harvest: Phantom Ops,true,false,false
1351,SpaceChem,true,true,false
1352,Agricultural Simulator 2011: Extended Edition,true,false,false
1353,Revenge of the Titans,true,true,true
1354,Dinner Date,true,false,false
1355,Jamestown,true,false,true
1356,The Dream Machine,true,false,true
1357,Nidhogg,true,false,true
1358,Back to the Future: Ep 2 - Get Tannen!,true,false,true
1359,Back to the Future: Ep 3 - Citizen Brown,true,false,true
1360,Back to the Future: Ep 4 - Double Visions,true,false,true
1361,Back to the Future: Ep 5 - OUTATIME,true,false,true
1362,Puzzle Agent 2,true,false,true
1363,Hector: Ep 1,true,false,true
1364,Hector: Ep 2,true,false,true
1365,Hector: Ep 3,true,false,true
1366,Super Splatters,true,true,true
1367,Capsized,true,true,true
1368,ibb & obb,true,true,true
1369,The Cat and the Coup,true,false,false
1370,Air Conflicts - Secret Wars,true,false,false
1371,The Tiny Bang Story,true,true,true
1372,Defy Gravity,true,false,false
1373,Steel Storm: Burning Retribution,true,true,false
1374,Shoot Many Robots,true,false,false
1375,Nexuiz,true,false,false
1376,Slam Bolt Scrappers,true,false,false
1377,Solar 2,true,true,true
1378,Section 8: Prejudice,true,false,false
1379,Kohan: Immortal Sovereigns,true,false,false
1380,Kohan: Ahriman's Gift,true,false,false
1381,Kohan II: Kings of War,true,false,false
1382,Magic: The Gathering - Duels of the Planeswalkers 2013,true,false,false
1383,TRAUMA,true,false,true
1384,Frozen Synapse,true,true,true
1385,Toy Soldiers,true,false,false
1386,Hard Reset,true,false,false
1387,Naval Warfare,true,false,false
1388,"Demolition, Inc.",true,false,true
1389,Dungeons of Dredmor,true,true,true
1390,Alien Hallway,true,false,false
1391,Dungeons & Dragons: Daggerdale,true,false,false
1392,Yar's Revenge,true,false,false
1393,YOU DON'T KNOW JACK,true,false,false
1394,Renegade Ops,true,false,false
1395,Garshasp: The Monster Slayer,true,false,false
1396,Garshasp: Temple of the Dragon,true,false,false
1397,NightSky,true,true,true
1398,Bulletstorm,true,false,false
1399,Crysis 2,true,false,false
1400,Spiral Knights,true,false,true
1401,Puzzle Pirates,true,false,true
1402,Silo 2,true,true,true
1403,CameraBag 2,true,false,true
1404,3d-coat,true,false,false
1405,Runespell: Overture,true,false,false
1406,Vertex Dispenser,true,false,true
1407,Kingdoms of Amalur: Reckoning™,true,false,false
1408,Orcs Must Die!,true,false,false
1409,A.V.A - Alliance of Valiant Arms,true,false,false
1410,Gatling Gears,true,false,false
1411,Shank 2,true,true,true
1412,WARP,true,false,false
1413,iBomber Defense,true,false,true
1414,Storm in a Teacup,true,false,true
1415,Inside a Star-filled Sky,true,false,true
1416,BEEP,true,false,false
1417,Portal 2 - The Final Hours,true,false,true
1418,Super Monday Night Combat,true,false,false
1419,ORION: Prelude,true,false,false
1420,A New Beginning - Final Cut,true,false,true
1421,Lume,true,false,true
1422,Critical Mass,true,false,true
1423,Ms. Splosion Man,true,false,false
1424,Age of Empires® III: Complete Collection,true,false,false
1425,Terraria,true,true,true
1426,Tobe's Vertical Adventure,true,false,false
1427,PixelJunk Eden,true,false,false
1428,Bastion,true,true,true
1429,Space Pirates and Zombies,true,true,true
1430,Breath of Death VII,true,false,false
1431,Cthulhu Saves the World,true,false,false
1432,Arma 3,true,false,false
1433,Waves,true,false,false
1434,Rochard,true,true,true
1435,War Inc. Battlezone,true,false,false
1436,Starpoint Gemini,true,false,false
1437,Ticket to Ride,true,true,true
1438,Memoir '44 Online,true,false,false
1439,Vessel,true,false,false
1440,Project Zomboid,true,false,true
1441,Death Rally,true,false,false
1442,Alan Wake,true,false,false
1443,Crysis 2 Maximum Edition,true,false,false
1444,Legend of Fae,true,false,false
1445,MicroVolts Surge,true,false,false
1446,Fowl Space,true,false,false
1447,Neverwinter,true,false,false
1448,Achron,true,false,false
1449,inMomentum,true,false,false
1450,Data Jammers: FastForward,true,false,true
1451,Astro Tripper,true,false,false
1452,Alien Zombie Megadeath,true,false,false
1453,Mutant Storm Reloaded,true,false,false
1454,L.A. Noire,true,false,false
1455,The Clockwork Man,true,true,true
1456,The Clockwork Man: The Hidden World,true,true,true
1457,Snuggle Truck,true,true,true
1458,Smash Cars,true,false,false
1459,Bunch Of Heroes,true,false,false
1460,Serious Sam Double D XXL,true,false,false
1461,Blocks That Matter,true,true,true
1462,Guardians of Middle-earth,true,false,false
1463,Avadon: The Black Fortress,true,true,true
1464,Monaco,true,true,true
1465,The Binding of Isaac,true,false,true
1466,APB Reloaded,true,false,false
1467,Fallen Earth,true,false,false
1468,Costume Quest,true,true,true
1469,Stacking,true,true,true
1470,Iron Brigade,true,false,false
1471,Cossacks II: Napoleonic Wars,true,false,false
1472,American Conquest,true,false,false
1473,American Conquest - Fight Back,true,false,false
1474,Call of Duty: Modern Warfare 3,true,false,true
1475,PROTOTYPE 2,true,false,false
1476,Owlboy,true,false,false
1477,Super Toy Cars,true,false,true
1478,Lightfish,true,false,true
1479,Quantum Conundrum,true,false,false
1480,Global Ops: Commando Libya,true,false,false
1481,Naval War: Arctic Circle,true,false,false
1482,Nancy Drew: Shadow at the Water's Edge,true,false,true
1483,Puzzler World 2,true,false,false
1484,Battle Chess: Game of Kings™,true,false,false
1485,Worms Revolution,true,false,false
1486,Sideway,true,false,false
1487,Realm of the Mad God,true,false,true
1488,Off-Road Drive,true,false,false
1489,Batman: Arkham City GOTY,true,false,true
1490,A Game of Dwarves,true,false,false
1491,Oil Rush,true,true,true
1492,SOL: Exodus,true,false,false
1493,Memento Mori,true,false,false
1494,XCOM: Enemy Unknown,true,true,true
1495,DUNGEONS - The Dark Lord (Steam Special Edition),true,false,false
1496,Gettysburg: Armored Warfare,true,false,false
1497,Disciples III: Resurrection,true,false,false
1498,Torchlight II,true,true,true
1499,Cave Story+,true,true,true
1500,Before the Echo,true,true,true
1501,Sonic CD,true,false,false
1502,Geneforge 1,true,false,false
1503,Geneforge 2,true,false,false
1504,Geneforge 3,true,false,false
1505,Geneforge 4,true,false,false
1506,Geneforge 5,true,false,false
1507,Galcon Legends,true,true,true
1508,Revelations 2012,true,false,false
1509,Pox Nora,true,false,false
1510,EverQuest II,true,false,false
1511,Total War: SHOGUN 2,true,false,true
1512,Total War: SHOGUN 2 - Fall of the Samurai,true,false,true
1513,Sins of a Solar Empire: Trinity,true,false,false
1514,Toki Tori 2+,true,true,true
1515,Serious Sam: The Random Encounter,true,false,false
1516,Airline Tycoon 2,true,false,false
1517,Flatout 3,true,false,false
1518,Really Big Sky,true,false,false
1519,DiRT Showdown,true,true,true
1520,Orcs Must Die! 2,true,false,false
1521,Wolfenstein: The New Order,true,false,false
1522,Jurassic Park: The Game,true,false,true
1523,Assassin's Creed Revelations,true,false,false
1524,Choplifter HD,true,false,false
1525,Impire,true,false,false
1526,Sleeping Dogs™,true,false,false
1527,Galactic Civilizations II: Ultimate Edition,true,false,false
1528,Leviathan: Warships,true,false,true
1529,Ridge Racer™ Unbounded,true,false,false
1530,Scarygirl,true,false,false
1531,Scoregasm,true,false,true
1532,SONIC THE HEDGEHOG 4 Episode I,true,false,false
1533,Nancy Drew Alibi in Ashes,true,false,true
1534,Hegemony Gold: Wars of Ancient Greece,true,false,false
1535,Demigod,true,false,false
1536,Dynamite Jack,true,true,true
1537,Alan Wake's American Nightmare,true,false,false
1538,Real Warfare 2: Northern Crusades,true,false,false
1539,Call of Duty: Black Ops II,true,false,false
1540,Call of Duty: Black Ops II - Multiplayer,true,false,false
1541,Hitman: Absolution,true,false,true
1542,Tomb Raider,true,true,true
1543,Titan Attacks,true,true,true
1544,America's Army: Proving Grounds,true,false,false
1545,King's Bounty: Warriors of the North,true,false,true
1546,Fortune Summoners: Secret of the Elemental Stone,true,false,false
1547,Containment: The Zombie Puzzler,true,true,true
1548,Warlock - Master of the Arcane,true,false,false
1549,SONIC THE HEDGEHOG 4 Episode II,true,false,false
1550,F1 Race Stars,true,false,false
1551,Binary Domain,true,false,false
1552,Crusader Kings II,true,true,true
1553,Dear Esther,true,false,true
1554,The Dark Eye: Chains of Satinav,true,false,true
1555,SATAZIUS,true,true,false
1556,Fable - The Lost Chapters,true,false,false
1557,Superbrothers: Sword & Sworcery EP,true,true,true
1558,The Showdown Effect,true,false,true
1559,Max Payne 3,true,false,true
1560,LEGO Harry Potter: Years 5-7,true,false,false
1561,Waveform,true,true,true
1562,Snapshot,true,true,true
1563,The Bridge,true,true,true
1564,Awesomenauts,true,true,true
1565,Serious Sam 2,true,false,false
1566,Castle Crashers,true,false,true
1567,Pineapple Smash Crew,true,false,false
1568,Pickers,true,false,true
1569,Call of Juarez Gunslinger,true,false,false
1570,Infested Planet,true,false,true
1571,Confrontation,true,false,false
1572,Rotastic,true,false,false
1573,Retro City Rampage™ DX,true,true,true
1574,Deep Black : Reloaded,true,false,false
1575,Babel Rising,true,false,true
1576,Men of War: Condemned Heroes,true,false,false
1577,Sins of a Solar Empire: Rebellion,true,false,false
1578,Crusader Kings Complete,true,false,false
1579,Magical Drop V,true,false,false
1580,Lumino City,true,false,true
1581,BIT.TRIP CORE,true,false,true
1582,BIT.TRIP VOID,true,false,true
1583,BIT.TRIP FATE,true,false,true
1584,BIT.TRIP FLUX,true,false,true
1585,Dishonored,true,false,false
1586,Rocksmith,true,false,false
1587,Hell Yeah!,true,false,false
1588,3DMark 11,true,false,false
1589,Gratuitous Tank Battles,true,false,true
1590,Foreign Legion: Multi Massacre,true,false,true
1591,Port Royale 3,true,false,false
1592,The Testament of Sherlock Holmes,true,false,false
1593,1000 Amps,true,false,true
1594,EverQuest Free-to-Play,true,false,false
