id,name,platformwindows,platformlinux,platformmac
7558,Invasion,true,false,false
7559,Woof Blaster,true,false,false
7560,Little Big Adventure 2,true,false,false
7561,Colony Assault,true,false,false
7562,Protoshift,true,false,false
7563,Highschool Romance,true,true,true
7564,Reigning Cats,true,false,false
7565,AGP::Epica,true,false,false
7566,Ace of Protectors,true,true,true
7567,Shapes of Gray,true,false,false
7568,Evochron Legacy,true,false,false
7569,Euclidean,true,false,false
7570,BlackShadows,true,false,false
7571,eMedia Interactive Rock Guitar,true,false,true
7572,Moonstrider,true,false,false
7573,Eyestorm,true,false,false
7574,Absent,true,false,false
7575,Mooch,true,false,false
7576,Louie Cooks,true,true,false
7577,Ghost Cleaner,true,false,true
7578,Living Legends: The Frozen Fear Collection,true,false,false
7579,Twisted Lands Trilogy Collector's Edition,true,false,false
7580,Bowl Bound College Football,true,false,false
7581,Shadow Heroes: Vengeance In Flames,true,false,false
7582,Ace of Words,true,false,false
7583,Timberman,true,true,true
7584,Goggles - World of Vaporia,true,true,true
7585,War of Beach,true,false,true
7586,Epistory - Typing Chronicles,true,true,true
7587,Zombie Gotchi,true,true,true
7588,Fjall,true,true,true
7589,Tisnart Tiles,true,false,false
7590,MacGuffin,true,false,false
7591,Respawn Man,true,false,true
7592,The End of an Age: Fading Remnants,true,false,false
7593,Hoven the Sages Spinel,true,false,false
7594,Fasaria World Online,true,true,true
7595,Without Within 2,true,true,true
7596,Porradaria Upgrade,true,true,false
7597,Legends of Solitaire: Curse of the Dragons,true,false,false
7598,Dragon's Wake,true,true,true
7599,It's time to get out from the solar system,true,true,false
7600,Spheroid,true,false,false
7601,Prospekt,true,false,false
7602,Massive Cleavage vs Zombies: Awesome Edition,true,false,false
7603,Straima,true,false,false
7604,Actua Golf 3,true,false,false
7605,Kitchen Simulator 2015,true,false,false
7606,XNemesis SandBox,true,false,false
7607,Alice's Mom's Rescue,true,false,false
7608,Quick Slick Deadly,true,false,false
7609,The Prism,true,false,false
7610,Tinboy,true,false,false
7611,Comedy Quest,true,false,false
7612,Hyspherical 2,true,false,true
7613,Nuclear Shot,true,false,false
7614,I and Me,true,false,false
7615,Flamebreak,true,true,true
7616,Battle Battalions,true,false,false
7617,Game Corp DX,true,true,true
7618,Désiré,true,false,true
7619,Expand,true,true,true
7620,Destiny Warriors,true,false,false
7621,Kopanito All-Stars Soccer,true,true,true
7622,Amos From Outer Space,true,false,false
7623,The Secret Order 2: Masked Intent,true,true,true
7624,Mad Snowboarding,true,true,false
7625,Ookibloks,true,false,true
7626,Blowy Fish,true,false,false
7627,Atari Vault,true,true,false
7628,Cloney,true,true,true
7629,ShareX,true,false,false
7630,Else Heart.Break(),true,true,true
7631,Freedom Poopie,true,true,true
7632,Concrete Jungle,true,false,false
7633,The Incredible Adventures of Van Helsing: Final Cut,true,false,false
7634,Okhlos,true,true,true
7635,The Mystery of a Lost Planet,true,false,false
7636,Bass Blocks,true,false,false
7637,StarForce: 2193,true,false,false
7638,The Deer,true,true,true
7639,Heaven Island - VR MMO,true,true,true
7640,Adam's Venture Origins,true,false,false
7641,Normality,true,false,false
7642,Tactical Soccer The New Season,true,false,true
7643,OASE - Other Age Second Encounter,true,false,false
7644,NeuroVoider,true,true,true
7645,The Seven Years War (1756-1763),true,false,false
7646,MadOut Ice Storm,true,true,true
7647,FINAL TAKE,true,true,true
7648,WeaponizedChess,false,true,false
7649,WarpBall,true,false,false
7650,Black Closet,true,true,true
7651,Wuppo,true,false,false
7652,eMedia Guitar Method,true,false,true
7653,Reverse Crawl,true,false,true
7654,Bleeding Blocks,true,false,false
7655,VERGE:Lost chapter,true,false,false
7656,Gates of Hell,true,true,true
7657,ZenBlade,true,false,false
7658,The Juicer,true,false,false
7659,MXGP2 - The Official Motocross Videogame,true,false,false
7660,Ultimate Rock Crawler,true,true,true
7661,Rabi-Ribi,true,false,false
7662,Budget Cuts,true,false,false
7663,MODO indie 10.0,true,false,true
7664,Anode,true,true,true
7665,Birth of Shadows,true,false,false
7666,Dinosaur Hunt,true,true,true
7667,Invisible Apartment 2,true,true,true
7668,Puzzle Sages,true,false,false
7669,Zulu Response,true,false,false
7670,Nubs' Adventure,true,true,true
7671,Nusakana,true,false,false
7672,Akuatica,true,false,true
7673,The Aquatic Adventure of the Last Human,true,true,true
7674,Match 3 Revolution,true,false,false
7675,Lavapools,true,true,true
7676,Legena: Union Tides,true,false,false
7677,Broadside,true,true,true
7678,POSTAL Redux,true,false,false
7679,Life in Bunker,true,true,true
7680,Flinthook,true,false,false
7681,Driveby Gangster,true,false,true
7682,Poi,true,true,true
7683,FATED: The Silent Oath,true,false,false
7684,ChargeShot,true,false,false
7685,ARSLAN: THE WARRIORS OF LEGEND,true,false,false
7686,The Room of Black & White,true,false,false
7687,The Park,true,false,false
7688,Zenohell,true,false,false
7689,The Guest,true,false,true
7690,Californium,true,false,true
7691,Deathstate,true,false,true
7692,String Theory,true,false,false
7693,Star Command Galaxies,true,false,true
7694,Puzzle Ball,true,false,false
7695,Sakura Swim Club,true,true,true
7696,Gamer Simulator,true,false,false
7697,Airport Madness: Time Machine,true,false,true
7698,Lift It,true,false,false
7699,Dead Secret,true,false,true
7700,SNIPER BLACKLIST,true,false,false
7701,Dungeon Manager ZV,true,false,false
7702,Overfall,true,true,true
7703,Press X to Not Die,true,false,false
7704,Blue Rider,true,false,false
7705,Hyperdrive Massacre,true,true,true
7706,Out of the Park Baseball 17,true,true,true
7707,Linkrealms,true,false,false
7708,The Last Door: Season 2 - Collector's Edition,true,true,true
7709,Tabletopia,true,false,true
7710,Atlas Reactor,true,false,false
7711,Double Fine Adventure!: A Promise of Infinite Possibility,true,false,false
7712,Double Fine Adventure!: Codename: Reds,true,true,true
7713,Double Fine Adventure!: Walking Around In Our Drawings,true,true,true
7714,Double Fine Adventure!: It’s Gonna Get Hairy,true,true,true
7715,Double Fine Adventure!: That Bagel Filter Thing,true,true,true
7716,Double Fine Adventure!: We'll Handle It,true,true,true
7717,Double Fine Adventure!: Adventure Games Are Not Dead,true,true,true
7718,Double Fine Adventure!: Broken Age,true,true,true
7719,Double Fine Adventure!: Part One of Something Great,true,true,true
7720,Double Fine Adventure!: Ship It,true,true,true
7721,Double Fine Adventure!: A Whole Different Game Experience,true,true,true
7722,Double Fine Adventure!: Crash Landing a Plane,true,true,true
7723,Double Fine Adventure!: I Think This is a Winner,true,true,true
7724,Double Fine Adventure!: Evergreen Games,true,true,true
7725,Double Fine Adventure!: This Time it's Just for Love,true,true,true
7726,Double Fine Adventure!: Deadline for Tim,true,true,true
7727,Double Fine Adventure!: Constipation and Defcon 4,true,true,true
7728,Double Fine Adventure!: Last Call,true,true,true
7729,Double Fine Adventure!: We Did Our Job,true,true,true
7730,Kindred Spirits on the Roof,true,false,false
7731,The Coma,true,false,true
7732,Space Thinger,true,true,false
7733,Osiris: New Dawn,true,false,false
7734,Giant Machines 2017,true,false,false
7735,Chunks,true,false,false
7736,Crusaders of the Lost Idols,true,false,true
7737,Miner Mayhem,true,true,true
7738,Age of Barbarian Extended Cut,true,false,false
7739,Nyctophilia,true,false,false
7740,Undead Blackout,true,false,false
7741,Fringes of the Empire,true,false,false
7742,Osteya,true,true,true
7743,The Ultimate Showdown,true,false,false
7744,Driver Booster 3 for STEAM,true,false,false
7745,Silver Creek Falls - Chapter 2,true,false,false
7746,Rescue Team 2,true,false,false
7747,Rescue Team 3,true,false,false
7748,THE GAME OF LIFE - The Official 2016 Edition,true,false,false
7749,SCRABBLE: The Classic Word Game - Official 2016 Edition,true,false,false
7750,Titan,true,false,true
7751,Draw a Stickman: EPIC 2,true,false,false
7752,Planetbase,true,false,true
7753,Legends of Dawn Reborn,true,false,false
7754,ZombieZoid® Zenith,true,false,false
7755,Cloudrift,true,false,false
7756,Burly Men at Sea,true,false,true
7757,GravBlocks,true,true,true
7758,Undercover Missions: Operation Kursk K-141,true,false,false
7759,ARCADE GAME SERIES: DIG DUG,true,false,false
7760,ARCADE GAME SERIES: Ms. PAC-MAN,true,false,false
7761,ARCADE GAME SERIES: GALAGA,true,false,false
7762,Evil Hazard,true,false,false
7763,SkyScrappers,true,true,true
7764,Lands of Hope Redemption,true,false,false
7765,Fairy Tale Mysteries 2: The Beanstalk,true,true,true
7766,Eaten Alive,true,false,false
7767,Stigmat,true,false,false
7768,Klepto,true,false,false
7769,Dishonored 2,true,false,false
7770,Omnipresent,true,false,false
7771,Lumber Island - That Special Place,true,false,false
7772,Dexterity Ball 3D,true,false,false
7773,Codename: Rogue Fleet,true,false,false
7774,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,true,false,false
7775,GabeN: The Final Decision,true,false,false
7776,Color Symphony 2,true,true,true
7777,The Consuming Shadow,true,false,false
7778,Sky To Fly: Faster Than Wind,true,true,true
7779,ALPAGES : THE FIVE BOOKS,true,true,true
7780,MotoGP™15 Compact,true,false,false
7781,Clergy Splode,true,false,false
7782,Dungelot : Shattered Lands,true,false,false
7783,Conquest of Elysium 4,true,true,true
7784,The Dwarves,true,true,true
7785,World Ship Simulator,true,false,true
7786,PresenZ,true,false,false
7787,Lucky Rabbit Reflex!,true,true,true
7788,Lords of Magic: Special Edition,true,false,false
7789,Black & White Bushido,true,false,true
7790,Lords of New York,true,false,true
7791,Murder,true,true,true
7792,STEEL STRIDER,true,true,false
7793,Lovely Weather We're Having,true,false,true
7794,Battle Girls,true,true,true
7795,Club Life,true,true,true
7796,Wartile,true,false,false
7797,All My Gods,true,false,false
7798,Fire & Forget - The Final Assault,true,false,true
7799,Tracks and Turrets,true,true,true
7800,To Azimuth,true,false,true
7801,Evil Robot Traffic Jam HD,true,false,false
7802,BADBLOOD,true,false,true
7803,Endless Sky,true,true,true
7804,Sun Dogs,true,false,true
7805,Melter Man,true,false,false
7806,SC2VN - The eSports Visual Novel,true,true,true
7807,Heaven's Hope,true,false,true
7808,Dead Acres,true,true,true
7809,Relive,true,false,true
7810,Vikings - Wolves of Midgard,true,true,true
7811,The Political Machine 2016,true,false,false
7812,One Hundred Ways,true,true,true
7813,Game Tycoon 2,true,true,true
7814,Vicky Saves the Big Dumb World,true,false,false
7815,Hob,true,false,false
7816,This Book Is A Dungeon,true,false,false
7817,Curvatron,true,true,false
7818,Carrotting Brain,true,true,false
7819,SUPERFIGHT,true,false,false
7820,Godot Engine,true,true,true
7821,Escape from Puzzlegate,true,true,true
7822,Ragdoll Runners,true,false,false
7823,DARTHY,true,false,false
7824,Inside Me,true,false,false
7825,U-Boats,true,true,false
7826,Emergency 2016,true,false,false
7827,UTOPIA 9 - A Volatile Vacation,true,false,true
7828,Bitardia,true,true,true
7829,Cold Dreams,true,false,false
7830,Fill Up!,true,false,false
7831,The Worm,true,false,false
7832,123 Slaughter Me Street,true,false,false
7833,Queen Under The Mountain,true,true,true
7834,LEGO® MARVEL's Avengers,true,false,true
7835,Siegecraft Commander,true,true,true
7836,Sky Break,true,true,true
7837,Ares Omega,true,false,false
7838,Audials One Suite 2016,true,false,false
7839,Dangerous Golf,true,false,false
7840,Veer,true,false,true
7841,Ninja Senki DX,true,false,true
7842,Jet Set Knights,true,false,false
7843,Stone Tales,true,false,false
7844,Flight of the Paladin,true,true,true
7845,Pony Island,true,true,true
7846,Zero Reflex,true,true,true
7847,Combat Core,true,false,true
7848,Sentou Gakuen: Revival,true,false,false
7849,Audials Moviebox 2016,true,false,false
7850,Audials Tunebite Platinum 2016,true,false,false
7851,Perfect Universe,true,false,false
7852,Robot Squad Simulator 2017,true,false,false
7853,Alpha Polaris : A Horror Adventure Game,true,false,false
7854,Valzar,true,false,false
7855,Turok: Dinosaur Hunter,true,false,true
7856,Stingray,true,false,true
7857,Super Ubie Island REMIX,true,false,false
7858,Disgaea PC,true,false,false
7859,Lowglow,true,false,true
7860,Sunken,true,true,false
7861,Flat Kingdom Paper's Cut Edition,true,false,true
7862,Legend of Dungeon: Masters,true,false,false
7863,Professor Teaches Word 2016,true,false,false
7864,Professor Teaches Access 2016,true,false,false
7865,Professor Teaches Excel 2016,true,false,false
7866,Professor Teaches PowerPoint 2016,true,false,false
7867,Ant War: Domination,true,true,true
7868,Lost Moon,true,false,false
7869,Asdivine Hearts,true,false,true
7870,Astral Breakers,true,true,true
7871,DarkMaus,true,false,false
7872,Refunct,true,true,true
7873,Vortex: The Gateway,true,false,false
7874,Gnomes Vs. Fairies,true,true,true
7875,DesertLand 2115,true,false,false
7876,Twilight Struggle,true,false,true
7877,Lighthockey,true,false,false
7878,Stop Online - Battle of Words,true,true,true
7879,KartKraft,true,false,false
7880,Axes and Arrows,true,false,false
7881,Minigolf VR,true,false,false
7882,Umineko,true,false,true
7883,Ratings War,true,true,true
7884,Impossible Geometry,true,false,false
7885,Roses and Gems,true,false,false
7886,Alekhine's Gun,true,false,false
7887,"1,000 Heads Among the Trees",true,false,true
7888,FL337,true,true,true
7889,Welcome to Boon Hill,true,false,true
7890,Professor Teaches OneNote 2016,true,false,false
7891,Professor Teaches Outlook 2016,true,false,false
7892,Crush Your Enemies,true,true,true
7893,Eventide: Slavic Fable,true,true,true
7894,Fruit Golf,true,false,false
7895,Monsterland,true,false,false
7896,Epic Showdown,true,false,false
7897,Dub Dash,true,false,true
7898,The Uncertain,true,false,false
7899,Survival Is Not Enough,true,true,true
7900,Star Sky - ブルームーン,true,true,true
7901,AltspaceVR,true,false,false
7902,Gulf of Aden - Task Force Somalia,true,true,true
7903,Soccer Manager 2016,true,false,true
7904,Trap Them - Sniper Edition,true,false,false
7905,Club Manager 2016,true,false,false
7906,Legend of Mysteria,true,false,false
7907,Pro Evolution Soccer 2016 myClub,true,false,false
7908,There Was a Caveman,true,false,false
7909,The Last NightMary - A Lenda do Cabeça de Cuia,true,true,true
7910,My Little Kitties,true,false,false
7911,Sakura Dungeon,true,true,true
7912,Strawberry Vinegar,true,true,true
7913,Strania - The Stella Machina -,true,false,false
7914,Gabe Newell Simulator,true,true,true
7915,Devilian,true,false,false
7916,ARK: Survival Of The Fittest,true,true,true
7917,Killing Room,true,true,true
7918,Superku,true,false,false
7919,Raiden Legacy,true,false,false
7920,Indie Game Battle,true,false,false
7921,Last Days of Spring Visual Novel,true,false,true
7922,R.B.I. Baseball 16,true,false,true
7923,Lonath Online,true,false,false
7924,The Grand Canyon VR Experience,true,false,false
7925,Poker Pretty Girls Battle: Texas Hold'em,true,false,false
7926,Dungeons Of Kragmor,true,false,false
7927,Operation: Global Shield,true,false,false
7928,Paranormal Psychosis,true,false,false
7929,Lethe - Episode One,true,false,false
7930,Hard Reset Redux,true,false,false
7931,Space Overlords,true,false,false
7932,ORION,true,false,false
7933,Mad Nords: Probably an Epic Quest,true,true,false
7934,Princess Remedy in a World of Hurt,true,false,false
7935,Hyper Bounce Blast,true,false,false
7936,Sakura Beach 2,true,true,false
7937,Cinderella Escape! R12,true,false,true
7938,SAVAGE: The Shard of Gosen,true,false,false
7939,Planet R-12,true,false,false
7940,Cibele,true,false,true
7941,Networm,true,false,false
7942,Slime Jumper,true,true,true
7943,Eagle Flight,true,false,false
7944,Message Quest,true,true,true
7945,GravLab - Gravitational Testing Facility & Observations,true,false,false
7946,Swords and Sorcery - Underworld - DEFINITIVE EDITION,true,false,false
7947,Dream Factory,true,false,false
7948,CODE OF PRINCESS,true,false,false
7949,ChromaGun,true,true,true
7950,Pro Gamer Manager,true,false,false
7951,Starsphere,true,false,false
7952,Pro Cycling Manager 2016,true,false,false
7953,Highschool Possession,true,true,true
7954,Dead Stop,true,false,false
7955,Heal Them All,true,false,false
7956,Unfortunate Spacemen,true,false,false
7957,Krai Mira,true,false,false
7958,ePic Character Generator,true,false,false
7959,Zombasite,true,true,true
7960,Timber and Stone,true,false,false
7961,Mystery Chronicle: One Way Heroics,true,false,false
7962,The Stanford Ocean Acidification Experience,true,false,false
7963,Herolike,true,false,false
7964,Fist Slash: Of Ultimate Fury,true,false,false
7965,The Big Secret of a Small Town,true,false,false
7966,The Purring Quest,true,false,false
7967,Demigods,true,false,false
7968,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",true,false,true
7969,Contract,true,false,false
7970,Blue Sheep,true,true,true
7971,Herding Dog,true,false,true
7972,The Rollingball's Melody,true,false,false
7973,Syndrome,true,true,true
7974,Perraw - FPS Clone War,true,false,false
7975,INDEF,true,false,false
7976,Faron's Fate,true,false,false
7977,Monster RPG 2,true,true,true
7978,Among the Heavens,true,true,true
7979,Marble Mountain,true,true,true
7980,Clumsy Moose Season,true,false,true
7981,Knight Adventure,true,false,false
7982,SnakEscape,true,true,true
7983,The Fall of the Dungeon Guardians,true,true,true
7984,Blackfaun,true,false,true
7985,Rogue Harvest,true,false,false
7986,Genesis Online,true,false,false
7987,Ginger: Beyond the Crystal,true,false,true
7988,8DAYS,true,false,true
7989,Run Rabbit Run,true,false,true
7990,No1Left,true,false,false
7991,Kingdoms,true,false,false
7992,Contract With The Devil,true,false,false
7993,One Final Chaos,true,false,false
7994,Rumble,true,true,true
7995,Angry Video Game Nerd II: ASSimilation,true,true,true
7996,Pink Hour,true,false,false
7997,Pink Heaven,true,false,false
7998,BioShock Remastered,true,false,false
7999,BioShock 2 Remastered,true,false,false
8000,Death by Game Show,true,true,true
8001,Criminal Girls: Invite Only,true,false,false
8002,Phantom Brave PC,true,false,false
8003,Stranger of Sword City,true,false,false
8004,The Storm Guard: Darkness is Coming,true,false,true
8005,Brilliant Shadows - Part One of the Book of Gray Magic,true,true,true
8006,Chalo Chalo,true,false,true
8007,Hope in Hell,true,false,false
8008,The Forgotten Forest,true,false,false
8009,12 is Better Than 6,true,true,true
8010,AGON - The Mysterious Codex (Trilogy),true,false,false
8011,AGON - The Lost Sword of Toledo,true,false,false
8012,Swapperoo,true,false,false
8013,Ampersand,true,false,false
8014,Acorn Assault: Rodent Revolution,true,false,true
8015,EARTH DEFENSE FORCE 4.1  The Shadow of New Despair,true,false,false
8016,Liftoff,true,true,true
8017,Huenison,true,false,false
8018,HEX: Shards of Fate,true,false,true
8019,Morphine,true,false,false
8020,Vertigo Void,true,true,true
8021,Expander,true,true,true
8022,Elements: Epic Heroes,true,false,true
8023,Starlord,true,true,false
8024,Tank: The M1A1 Abrams Battle Tank Simulation,true,true,false
8025,Gunjack,true,false,false
8026,Fiends of Imprisonment,true,false,false
8027,Suits: A Business RPG,true,false,false
8028,System Shock: Enhanced Edition,true,false,false
8029,Roads of Rome,true,false,false
8030,Starward Rogue,true,true,true
8031,Rock God Tycoon,true,false,false
8032,Dragon Quest Heroes,true,false,false
8033,Higurashi When They Cry - Ch.2 Watanagashi,true,true,true
8034,Deathless: The City's Thirst,true,true,true
8035,Master of Orion 1,true,true,true
8036,Master of Orion 2,true,true,true
8037,Master of Orion 3,true,false,false
8038,Sorcery! Parts 1 & 2,true,false,true
8039,Roads of Rome 2,true,false,false
8040,Mass Vector,true,false,false
8041,SHOWTIME 2073,true,true,true
8042,Galaxy Admirals,true,true,true
8043,Leviathan: The Cargo,true,true,true
8044,Dota 2 Player Profiles: EG - Suma1L,true,true,true
8045,Dota 2 Player Profiles: Na'Vi - XBOCT,true,true,true
8046,Dota 2 Player Profiles: Invictus Gaming - Ferrari,true,true,true
8047,Dota 2 Player Profiles: MVPHot6 - HEEN,true,true,true
8048,Dota 2 Player Profiles: EHome - ROTKE,true,true,true
8049,Dota 2 Player Profiles: Cloud9 - NoTail,true,true,true
8050,Dota 2 Player Profiles: Complexity - zfreek,true,true,true
8051,Dota 2 Player Profiles: Empire - Alohadance,true,true,true
8052,Dota 2 Player Profiles: Fnatic - Kecik-Imba,true,true,true
8053,Dota 2 Player Profiles: LGD - Xiao8,true,true,true
8054,Dota 2 Player Profiles: Newbee - Mu,true,true,true
8055,Dota 2 Player Profiles: TeamSecret - S4,true,true,true
8056,Dota 2 Player Profiles: Vici - fy,true,true,true
8057,Dota 2 Player Profiles: Virtus.Pro - FNG,true,true,true
8058,ELEX,true,false,false
8059,"Codename: Panzers, Phase One",true,false,false
8060,"Codename: Panzers, Phase Two",true,false,false
8061,Men of Valor,true,false,false
8062,Quicken WillMaker Plus 2016,true,false,false
8063,Quicken Legal Business Pro,true,false,false
8064,MELTY BLOOD Actress Again Current Code,true,false,false
8065,Getsuei Gakuen -kou-,true,false,false
8066,BATTLECREW Space Pirates,true,false,false
8067,State of Extinction - Early Access,true,false,false
8068,Roads of Rome 3,true,false,false
8069,Hybrid Wars,true,true,true
8070,Island Tribe,true,false,false
8071,Reveal The Deep,true,true,true
8072,Zombie Exodus,true,true,true
8073,The Rivers of Alice - Extended Version,true,false,true
8074,The Sentient,true,false,false
8075,Tick's Tales,true,true,true
8076,Pane In The Glass,true,false,false
8077,Wicked Witches,true,true,true
8078,Loot Hound,true,false,true
8079,VROOM: Galleon,true,false,false
8080,Quantum Lock,true,false,false
8081,Yet Another World,true,true,true
8082,Brick Inventions,true,false,false
8083,Swordbreaker The Game,true,false,true
8084,The FOO Show,true,false,false
8085,SENRAN KAGURA SHINOVI VERSUS,true,false,false
8086,Save the Creatures,true,false,false
8087,Discovering Colors - Animals,true,false,true
8088,TY the Tasmanian Tiger,true,false,false
8089,Crossbow Warrior - The Legend of William Tell,true,false,true
8090,HordeZ,true,false,false
8091,Era of Majesty,true,false,false
8092,Electric Highways,true,false,false
8093,Midsummer Night,true,false,false
8094,City of Chains,true,false,false
8095,InfiniTrap,true,true,true
8096,Empires Of Creation,true,true,true
8097,Stories of Bethem: Full Moon,true,true,true
8098,Labyrinth,true,false,false
8099,Parallels,true,false,true
8100,Legend,true,false,false
8101,GASP,true,false,false
8102,Castle Chaos,true,true,true
8103,Jane's Realty,true,false,false
8104,The Black Death,true,false,false
8105,Villagers,true,true,true
8106,Metal War Online: Retribution,true,false,false
8107,Turtle Odyssey,true,false,false
8108,Yrminsul,true,true,true
8109,Evil Defenders,true,false,true
8110,Atlantic Quest 2 - New Adventure -,true,false,false
8111,The Minotaur,true,false,true
8112,Pro Basketball Manager 2016 - US Edition,true,false,false
8113,Lup,true,false,false
8114,Klang,true,false,false
8115,Bullet Heaven 2,true,false,false
8116,SMASH+GRAB,true,false,false
8117,Days Under Custody,true,true,true
8118,Audioshield,true,false,false
8119,Revolve,true,true,true
8120,Boogeyman,true,false,false
8121,Adventure Time: Magic Man's Head Games,true,false,false
8122,STEINS;GATE,true,false,false
8123,Zombie Office Politics,true,false,false
8124,Drift Streets Japan,true,false,false
8125,Farm Mania: Hot Vacation,true,false,false
8126,Back to Dinosaur Island,true,false,false
8127,Beatbuddy: On Tour,true,false,false
8128,Mytheon,true,false,false
8129,Hero's Song,true,false,false
8130,Stardew Valley,true,true,true
8131,Metal Assault,true,false,false
8132,Danganronpa: Trigger Happy Havoc,true,true,true
8133,Danganronpa 2: Goodbye Despair,true,true,true
8134,Draft Day Sports College Basketball 3,true,false,false
8135,Where Angels Cry - Tears Of The Fallen (Collectors Edition),true,false,true
8136,101 Ways to Die,true,false,false
8137,Rothschild: The Sheep Will Wake,true,false,false
8138,Rocket Fist,true,true,true
8139,The Extinction,true,false,false
8140,Recourse,true,false,false
8141,Reverse x Reverse,true,false,false
8142,Statues,true,false,false
8143,Run Turn Die,true,false,false
8144,Blood & Gold: Caribbean!,true,false,false
8145,Goultard,true,true,false
8146,Mines of Mars,true,false,true
8147,Go To Bed: Survive The Night,true,false,false
8148,Overdosed - A Trip To Hell,true,false,false
8149,CS:GO Player Profiles: n0thing - Cloud9,true,true,true
8150,CS:GO Player Profiles:  TaZ - Virtus.Pro,true,true,true
8151,CS:GO Player Profiles: GeT_RiGhT - Ninjas in Pyjamas,true,true,true
8152,CS:GO Player Profiles: olofmeister - fnatic,true,true,true
8153,CS:GO Player Profiles: kennyS - Team Envyus,true,true,true
8154,CS:GO Player Profiles: Edward - Na'Vi,true,true,true
8155,CS:GO Player Profiles: markeloff - Flipsid3,true,true,true
8156,CS:GO Player Profiles: device - Team SoloMid,true,true,true
8157,CS:GO Player Profiles: FalleN - Luminosity,true,false,false
8158,Sickness,true,true,true
8159,iso-Sphere,true,false,true
8160,Shut Up And Dig,true,false,false
8161,Life is Hard,true,true,true
8162,The Warden,true,false,false
8163,Modbox,true,false,false
8164,Fall of the Titanic,true,false,false
8165,Junk Jack,true,true,true
8166,Ironclads 2: American Civil War,true,false,false
8167,Princess.Loot.Pixel.Again,true,false,false
8168,Hellblade: Senua's Sacrifice,true,false,false
8169,Raining Blobs,true,true,true
8170,Nightmare on Azathoth,true,false,false
8171,Caribbean Odyssey,true,false,false
8172,5089: The Action RPG,true,true,true
8173,Uriel's Chasm 2: את,true,false,false
8174,Vampire Legends: The True Story of Kisilova,true,true,true
8175,Outlast 2,true,false,false
8176,Astrox: Hostile Space Excavation,true,false,false
8177,Epic Clicker Journey,true,true,true
8178,Bionite: Origins,true,false,false
8179,Observatory: A VR Variety Pack,true,false,true
8180,Robotpencil Presents: The Soldier: Using Keyshot,true,false,false
8181,Robotpencil Presents: The Soldier: Using Photoshop,true,false,false
8182,Corgi Warlock,true,false,false
8183,Star Nomad 2,true,false,false
8184,GTGD S3 How To Make A Game,true,false,false
8185,The Other 99,true,false,false
8186,One More Dungeon,true,true,true
8187,Cyber Team Manager,true,false,false
8188,PD Howler 10,true,false,false
8189,Pang Adventures,true,false,false
8190,Motorsport Manager,true,true,true
8191,Feesh,true,true,true
8192,Star Crusade CCG,true,false,false
8193,When In Rome,true,false,false
8194,Shooting Stars!,true,false,true
8195,Viking Saga: The Cursed Ring,true,false,false
8196,Cross Set,true,true,true
8197,Nyan Cat: Lost In Space,true,true,false
8198,Hyperdevotion Noire: Goddess Black Heart,true,false,false
8199,Lemurzin,true,false,false
8200,"Fly, Glowfly!",true,false,false
8201,Kart Racing Pro,true,false,false
8202,Red Comrades Save the Galaxy: Reloaded,true,true,true
8203,Highrise Heroes: Word Challenge,true,false,false
8204,OmniBus,true,true,true
8205,Bacon Rebellion,true,false,false
8206,Gnomes Garden,true,false,false
8207,Mystic Saga,true,false,false
8208,BAD END,true,false,false
8209,Tactical Craft Online,true,false,false
8210,Disc Jam,true,false,false
8211,Crystal Picnic,true,true,true
8212,Bugspeed Collider,true,false,true
8213,Gigachess,true,false,false
8214,Voidspire Tactics,true,false,false
8215,Yohjo Simulator,true,false,false
8216,Energy Cycle,true,true,true
8217,Quatro Luzes,true,true,false
8218,Lightbender,true,false,true
8219,Your Quest,true,false,false
8220,CLASH,true,false,false
8221,Mars 2030,true,false,false
8222,God Game : The Odyssey,true,false,false
8223,Caretaker Retribution,true,false,true
8224,Blitz Breaker,true,false,false
8225,InterSection,true,true,true
8226,Written in the Sky,true,true,true
8227,The Final Frontier: Space Simulator,true,false,false
8228,Heresy,true,false,false
8229,HotLead,true,true,true
8230,Gun Bombers,true,false,false
8231,Vehicle Simulator,true,false,false
8232,Door To Door,true,false,false
8233,Block'hood,true,false,true
8234,The Light Empire,true,false,false
8235,Space Impossible,true,false,false
8236,Tales,true,false,false
8237,The Lost Island,true,false,false
8238,GooCubelets 2,true,false,false
8239,Bleeding Border,true,false,false
8240,Goblin Defenders: Steel‘n’ Wood,true,false,false
8241,Rescue Team 5,true,false,true
8242,Revolt,true,false,false
8243,Viking Saga: New World,true,false,false
8244,MiniBikers,true,false,true
8245,Max's Big Bust - A Captain Nekorai Tale,true,true,true
8246,Showing Tonight: Mindhunters Incident,true,true,true
8247,The Hurricane of the Varstray -Collateral hazard-,true,false,false
8248,Magnetron,true,false,false
8249,In The Dead Of Night - Urszula's Revenge,true,false,false
8250,Emporea,true,false,true
8251,Tacopocalypse,true,true,true
8252,Rubber Ducky and the Rainbow Gun,true,false,false
8253,Emily Wants To Play,true,false,true
8254,The Growth Journey,true,true,true
8255,True Lover's Knot,true,false,true
8256,Diabolical,true,true,true
8257,Gunslingers,true,false,false
