id,name,controllersupport,isfree,categorysingleplayer,categorymultiplayer,categorycoop,categorymmo,categoryinapppurchase,categoryincludesrcsdk,categoryincludeleveleditor,categoryvrsupport
8367,I must kill...: Fresh Meat,false,true,true,false,false,false,false,false,false,false
8368,Mech Anarchy,true,false,false,true,true,false,false,false,false,false
8369,Store Manager: Cellular Edition,false,false,true,false,false,false,false,false,false,false
8370,Lost Labyrinth Extended Version,false,false,true,true,false,false,false,false,false,false
8371,CHKN,false,false,true,true,false,false,false,false,false,false
8372,Time Tenshi,false,false,true,false,false,false,false,false,false,false
8373,RoBoRumble,false,false,true,true,false,false,false,false,false,false
8374,Army Gals,false,false,true,false,false,false,false,false,false,false
8375,Soldiers: Arena,false,false,false,true,true,false,false,false,true,false
8376,Catch Me,false,false,true,true,false,false,false,false,false,false
8377,Plantera,false,false,true,false,false,false,false,false,false,false
8378,Deponia Doomsday,false,false,true,false,false,false,false,false,false,false
8379,Age of Steel: Recharge,false,false,true,false,false,false,false,false,false,false
8380,AWAKE,false,false,true,false,false,false,false,false,false,false
8381,Samorost 3,false,false,true,false,false,false,false,false,false,false
8382,Blades of the Righteous,false,false,true,false,false,false,false,false,false,false
8383,Umbra: Shadow of Death,true,false,true,false,false,false,false,false,false,false
8384,Militia,false,false,true,false,false,false,false,false,false,false
8385,Ray Gigant,true,false,true,false,false,false,false,false,false,false
8386,XBlaze Code: Embryo,true,false,true,false,false,false,false,false,false,false
8387,Dissonance: An Interactive Novelette,true,false,true,false,false,false,false,false,false,false
8388,A Study in Steampunk: Choice by Gaslight,false,false,true,false,false,false,false,false,false,false
8389,Harmonia,false,false,true,false,false,false,false,false,false,false
8390,CUPID - A free to play Visual Novel,false,true,true,false,false,false,false,false,false,false
8391,Sakura Santa,false,false,true,false,false,false,false,false,false,false
8392,Goetia,false,false,true,false,false,false,false,false,false,false
8393,SCS Workshop Uploader,false,false,false,false,false,false,false,false,false,false
8394,OH! RPG!,true,false,true,false,false,false,false,false,false,false
8395,Quatros Origins,true,false,true,true,false,false,false,false,false,false
8396,Plastiland,false,false,true,false,false,false,false,false,false,false
8397,Avaris 2,false,false,true,false,false,false,false,false,false,false
8398,Shadowrun Chronicles: INFECTED Director's Cut,false,false,true,true,true,false,false,false,false,false
8399,PANOPTES,false,false,true,false,false,false,false,false,false,false
8400,World of Fishing,false,true,false,false,false,true,true,false,false,false
8401,Dark Days,false,false,true,false,false,false,false,false,false,false
8402,ReVeN: XBridge,false,false,true,true,true,false,false,false,true,false
8403,Heaven Island Life,false,false,true,false,false,false,false,false,false,false
8404,Wand Wars,true,false,true,true,false,false,false,false,false,false
8405,Comic Book Hero: The Greatest Cape,false,false,true,false,false,false,false,false,false,false
8406,Wrestling Spirit 3,false,false,true,false,false,false,false,false,false,false
8407,Rise of Keepers,false,false,true,false,false,false,false,false,false,false
8408,ShipLord,false,false,true,false,false,false,false,false,false,false
8409,City Play,false,false,true,false,false,false,false,false,false,false
8410,Element,true,false,true,false,false,false,false,false,false,false
8411,Godus Wars,false,false,true,false,false,false,false,false,false,false
8412,Wacky Wheels HD,true,false,true,true,false,false,false,false,false,false
8413,1775: Rebellion,false,false,true,true,true,false,false,false,false,false
8414,Metaverse Construction Kit,false,true,true,false,false,false,false,false,true,true
8415,VR Karts SteamVR,true,false,true,true,false,false,false,false,false,true
8416,Megamagic: Wizards of the Neon Age,false,false,true,false,true,false,false,false,false,false
8417,Holodance,false,false,true,true,false,false,false,false,false,true
8418,Particle Fleet: Emergence,false,false,true,false,false,false,false,false,true,false
8419,Creeper World Anniversary Edition,false,false,true,false,false,false,false,false,false,false
8420,Creeper World 2 Anniversary Edition,false,false,true,false,false,false,false,false,false,false
8421,Divergence: Online,false,false,false,true,false,true,false,false,false,false
8422,Devil Daggers,false,false,true,false,false,false,false,false,false,false
8423,Super Robot Jump Jump,true,false,true,true,false,false,false,false,false,false
8424,Community College Hero: Trial by Fire,false,false,true,false,false,false,false,false,false,false
8425,A.I. Space Corps,true,false,true,false,false,false,false,false,false,false
8426,T-Kara Puzzles,true,false,true,true,false,false,false,false,false,false
8427,Furi,true,false,true,false,false,false,false,false,false,false
8428,ZHEROS,true,false,true,true,false,false,false,false,false,false
8429,Pendragon Rising,false,false,true,false,false,false,false,false,false,false
8430,Choice of Kung Fu,false,false,true,false,false,false,false,false,false,false
8431,Trainz Driver 2016,false,false,true,true,true,false,false,false,false,false
8432,Air Missions: HIND,true,false,true,true,true,false,false,false,true,false
8433,Day D: Tower Rush,false,false,true,false,false,false,false,false,false,false
8434,Project Highrise,false,false,true,false,false,false,false,false,false,false
8435,The Little Acre,true,false,true,false,false,false,false,false,false,false
8436,Adelantado Trilogy. Book one,false,false,true,false,false,false,false,false,false,false
8437,Where's My Mommy?,true,false,true,false,false,false,false,false,false,false
8438,Hero Defense,false,false,true,true,false,false,false,false,false,false
8439,Summer Fling,false,false,true,false,false,false,false,false,false,false
8440,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,false,false,true,false,false,false,false,false,false,false
8441,Invasion: Brain Craving,false,false,true,false,false,false,false,false,false,false
8442,Color Chaos,false,false,true,false,false,false,false,false,false,false
8443,Hyper Gods,true,false,true,true,false,false,false,false,false,false
8444,Save Your Mother,true,false,true,false,false,false,false,false,false,false
8445,Gardenarium,false,false,true,false,false,false,false,false,false,false
8446,Hit Tank PRO,false,false,true,false,false,false,false,false,false,false
8447,Our Love Will Grow,true,false,true,false,false,false,false,false,false,false
8448,Zero Gravity,false,false,true,false,true,false,false,false,false,false
8449,Automata Empire,false,false,true,true,false,false,false,false,false,false
8450,Marooners,true,false,false,true,false,false,false,false,false,false
8451,BanHammer,true,false,true,true,false,false,false,false,false,false
8452,Astervoid 2000,true,false,true,true,false,false,false,false,false,false
8453,Carpe Diem,false,true,true,false,false,false,false,false,false,false
8454,Gods and Idols,false,true,false,true,true,true,false,false,false,false
8455,Dinocide,true,false,true,false,false,false,false,false,false,false
8456,Etaria | Survival Adventure,false,false,true,false,false,false,false,false,false,false
8457,Deadlight Director’s Cut,true,false,true,false,false,false,false,false,false,false
8458,Project Pulsation,false,false,true,false,false,false,false,false,false,false
8459,Crudelis,false,false,true,false,false,false,false,false,false,false
8460,EEP 12,false,false,true,false,false,false,false,false,false,false
8461,War of Rights,false,false,false,true,false,false,false,false,false,false
8462,Fragmental,false,false,false,true,false,false,false,false,false,false
8463,The Glow,false,false,true,false,false,false,false,false,false,false
8464,Celestrion,false,false,true,false,false,false,false,false,false,true
8465,The fall of gods,true,false,true,false,false,false,false,false,false,false
8466,SodaCity,true,false,true,false,false,false,false,false,false,false
8467,Balrum,false,false,true,false,false,false,false,false,false,false
8468,Feelings Adrift,false,false,true,false,false,false,false,false,false,false
8469,Iron Snout,false,true,true,false,false,false,false,false,false,false
8470,Blessed Ones: The Magic Wolves,false,false,true,false,false,false,false,false,false,false
8471,Anomaly 1729,true,false,true,false,false,false,false,false,false,false
8472,Wolcen: Lords of Mayhem,false,false,true,false,false,false,false,false,false,false
8473,Farm Expert 2017,false,false,true,true,false,false,false,false,false,false
8474,Karaski: What Goes Up...,true,false,true,false,false,false,false,false,false,false
8475,The BoX,false,false,true,false,false,false,false,false,false,false
8476,Bladestar,false,false,true,false,false,false,false,false,false,false
8477,Imperia Online,false,true,false,false,false,true,false,false,false,false
8478,Bell Ringer,true,false,true,true,true,false,false,false,false,false
8479,Little Nightmares,true,false,true,false,false,false,false,false,false,false
8480,Galactineers,false,false,true,true,true,false,false,false,true,false
8481,Threads of Destiny,true,false,true,false,false,false,false,false,false,false
8482,ScudBuster,false,false,true,true,false,false,false,false,false,false
8483,ComixPlay ,,,,,,,,,,
8484,Asteroids Minesweeper,false,false,true,false,false,false,false,false,false,false
8485,Assassins vs Pirates,true,false,false,true,true,false,false,false,false,false
8486,Recursion Deluxe,true,false,true,false,false,false,false,false,true,false
8487,Shadwen,true,false,true,false,false,false,false,false,true,false
8488,ONE PIECE BURNING BLOOD,true,false,true,true,false,false,false,false,false,false
8489,Sword 'N' Board,true,false,true,false,false,false,false,false,false,false
8490,Super Button Soccer,true,false,true,true,false,false,false,false,false,false
8491,Ghostbusters,false,false,true,true,true,false,false,false,false,false
8492,Space Moth DX,true,false,true,false,false,false,false,false,false,false
8493,Road to Ballhalla,true,false,true,false,false,false,false,false,false,false
8494,GoatPunks,false,false,false,true,false,false,false,false,false,false
8495,CyberLink PhotoDirector 7 Ultra,false,false,false,false,false,false,false,false,false,false
8496,CyberLink Power2Go 10 Platinum,false,false,false,false,false,false,false,false,false,false
8497,The Room Two,false,false,true,false,false,false,false,false,false,false
8498,The Order of the Thorne - The King's Challenge,false,false,true,false,false,false,false,false,false,false
8499,Halloween Forever,false,false,true,false,false,false,false,false,false,false
8500,Seraph,true,false,true,false,false,false,false,false,false,false
8501,Cloudlands : VR Minigolf,false,false,true,true,false,false,false,false,true,true
8502,Ego Protocol,false,false,true,false,false,false,false,false,false,false
8503,Dragonpath,false,false,true,true,true,false,false,false,false,false
8504,Vector Assault,false,false,true,false,false,false,false,false,false,false
8505,Gyrodisc Super League,true,false,true,true,false,false,false,false,false,false
8506,Adventure Lamp,true,false,true,false,false,false,false,false,false,false
8507,Space Junk Patrol,false,false,true,false,false,false,false,false,false,false
8508,HunieCam Studio,false,false,true,false,false,false,false,false,false,false
8509,Womb Room,true,false,true,false,false,false,false,false,false,true
8510,Goodnight Butcher,false,false,true,false,false,false,false,false,false,false
8511,Defragmented,true,false,true,false,false,false,false,false,false,false
8512,Miner Meltdown,false,false,false,true,true,false,false,false,false,false
8513,Caretaker Sacrifice,false,false,true,false,false,false,false,false,false,true
8514,Periodonica,false,false,true,true,false,false,false,false,false,true
8515,The Away Team,false,false,true,false,false,false,false,false,false,false
8516,Perception,false,false,true,false,false,false,false,false,false,false
8517,MetaHuman Inc.,false,false,true,false,false,false,false,false,false,false
8518,Full Tilt Poker,false,false,true,true,false,false,false,false,false,false
8519,Blood of Magic,false,false,true,false,false,false,false,false,false,false
8520,Virtually Live presents Formula E Season Two Highlights,false,true,false,false,false,false,false,false,false,false
8521,Bubsy Two-Fur,false,false,true,true,true,false,false,false,false,false
8522,Narcissu 10th Anniversary Anthology Project,false,false,true,false,false,false,false,false,false,false
8523,Yooka-Laylee - Toybox,true,false,true,false,false,false,false,false,false,false
8524,Grow Up,true,false,true,false,false,false,false,false,false,false
8525,Moonshot,true,false,true,true,false,false,false,false,false,false
8526,Age of Magic CCG,false,true,true,true,true,true,false,false,false,false
8527,軒轅劍外傳穹之扉(The Gate of Firmament),false,false,true,false,false,false,false,false,false,false
8528,Pitstop Challenge,false,false,true,false,false,false,false,false,false,false
8529,Siege,false,false,true,false,false,false,false,false,false,false
8530,Fernbus Simulator,false,false,true,false,false,false,false,false,false,false
8531,Dead Rising,true,false,true,false,false,false,false,false,false,false
8532,Cosmic Trip,false,false,true,false,false,false,false,false,false,true
8533,8-Bit Armies,false,false,true,true,true,false,false,false,true,false
8534,Orcs Must Die! Unchained,false,true,true,true,true,false,true,false,false,false
8535,Democracy 3 Africa,false,false,true,false,false,false,false,false,false,false
8536,FritzChess 15,false,false,true,true,false,false,false,false,false,false
8537,Way of the Samurai 3,false,false,true,false,false,false,false,false,false,false
8538,Factorio,false,false,true,true,true,false,false,false,true,false
8539,Tibetan Quest: Beyond the World's End,false,false,true,false,false,false,false,false,false,false
8540,Dawn of Andromeda,false,false,true,false,false,false,false,false,false,false
8541,The Ables: Freepoint High,true,false,true,false,false,false,false,false,false,false
8542,NightCry,false,false,true,false,false,false,false,false,false,false
8543,Who's Your Daddy,false,false,false,true,false,false,false,false,false,false
8544,A Chair in a Room: Greenwater,false,false,true,false,false,false,false,false,false,true
8545,Pills4Skills,true,false,true,false,false,false,false,false,false,false
8546,PERFECT ANGLE: The puzzle game based on optical illusions,true,false,true,false,false,false,false,false,false,false
8547,CALENDULA,false,false,true,false,false,false,false,false,false,false
8548,Hitman GO: Definitive Edition,true,false,true,false,false,false,false,false,false,false
8549,The Next World,false,false,true,false,false,false,false,false,false,false
8550,P.A.M.E.L.A.,true,false,true,false,false,false,false,false,false,false
8551,Felt Tip Circus,false,false,true,true,false,false,false,false,true,true
8552,Zavix Tower,false,false,true,false,false,false,false,false,false,false
8553,Army of Tentacles: (Not) A Cthulhu Dating Sim,false,false,true,false,false,false,false,false,false,false
8554,The Withering,false,false,true,false,false,false,false,false,false,false
8555,Heathen Engineering's Terran,false,false,true,false,false,false,false,false,true,true
8556,Aozora Meikyuu,false,false,true,false,false,false,false,false,false,false
8557,The ORPHEUS Ruse,false,false,true,false,false,false,false,false,false,false
8558,Sixth Grade Detective,false,false,true,false,false,false,false,false,false,false
8559,Millia -The ending-,false,false,true,false,false,false,false,false,false,false
8560,Racket: Nx,false,false,true,false,false,false,false,false,false,false
8561,Beyond Reality,false,false,true,false,false,false,false,false,false,false
8562,Save Halloween: City of Witches,false,false,true,false,false,false,false,false,false,false
8563,Walk The Light,false,false,true,false,false,false,false,false,false,false
8564,Islet Online,false,false,true,true,false,true,false,false,false,false
8565,MadOut Open City,true,false,true,true,false,false,false,false,false,false
8566,Attack Heroes,true,false,true,false,false,false,false,false,false,false
8567,Horror in the Asylum,true,false,true,false,false,false,false,false,false,false
8568,TurnOn,false,false,true,false,false,false,false,false,false,false
8569,Swift,false,false,false,true,false,false,false,false,false,false
8570,Hauntsters,true,false,false,true,true,false,false,false,false,false
8571,Mystery Castle: The Mirror's Secret,false,false,true,false,false,false,false,false,false,false
8572,The Book of Desires,false,false,true,false,false,false,false,false,false,false
8573,Twilight City: Love as a Cure,false,false,true,false,false,false,false,false,false,false
8574,Mystery of Unicorn Castle: The Beastmaster,false,false,true,false,false,false,false,false,false,false
8575,Marmoset Hexels 2,false,false,false,false,false,false,false,false,false,false
8576,Fear Equation,false,false,true,false,false,false,false,false,false,false
8577,Windlands,true,false,true,false,false,false,false,false,false,true
8578,PRiO,true,false,true,false,false,false,false,false,true,false
8579,Room 404,false,false,true,false,false,false,false,false,false,false
8580,Endorlight,false,false,true,true,false,false,false,false,false,false
8581,Chasing Dead,false,false,true,false,false,false,false,false,false,false
8582,Kings of Israel,false,false,true,false,false,false,false,false,false,false
8583,Solitaire Christmas. Match 2 Cards,false,false,true,false,false,false,false,false,false,false
8584,Machine Gun Train Run,true,false,true,true,false,false,false,false,false,false
8585,Fragments of Him,true,false,true,false,false,false,false,false,false,false
8586,Momodora: Reverie Under the Moonlight,true,false,true,false,false,false,false,false,false,false
8587,Unearthing Colossal,false,false,true,false,false,false,false,false,false,false
8588,White Mirror,false,false,true,false,false,false,false,false,false,false
8589,Youtubers Life,false,false,true,false,false,false,false,false,false,false
8590,Nordenfelt,false,false,true,false,false,false,false,false,false,false
8591,Neon Chrome,true,false,true,true,true,false,false,false,true,false
8592,Hatch and Slay,false,false,true,false,false,false,false,false,false,false
8593,liteCam Game 5.0,false,false,false,false,false,false,false,false,false,false
8594,Save the Dodos,false,false,true,false,false,false,false,false,false,false
8595,Red Haze,true,true,true,false,false,false,false,false,false,false
8596,Take the Dream IX,true,true,true,false,false,false,false,false,false,false
8597,The Quest,false,false,true,false,false,false,false,false,false,false
8598,"Linea, the Game",false,false,true,false,false,false,false,false,false,false
8599,WinKings,true,false,true,true,true,false,false,false,false,false
8600,Into the Belly of the Beast,true,false,true,false,false,false,false,false,false,false
8601,CONTASION 2,false,false,true,true,false,false,false,false,false,false
8602,"Kivi, Toilet and Shotgun",false,false,true,false,false,false,false,false,false,false
8603,Ethereal Legends,true,false,true,false,false,false,false,false,false,true
8604,Lost World Zero,false,false,true,true,true,true,false,false,false,false
8605,Furfly,false,false,true,false,false,false,false,false,false,false
8606,Feed and Grow: Fish,false,false,true,true,true,false,false,false,false,false
8607,Zombie Wars: Invasion,false,false,true,false,false,false,false,false,false,false
8608,Zamarian,false,false,true,true,false,false,false,false,false,false
8609,Cyborg Rage,false,false,true,true,true,false,false,false,false,false
8610,Project CARS - Pagani Edition,false,true,true,false,false,false,false,false,false,false
8611,Super Helmets on Fire DX Ultra Edition Plus Alpha,true,false,true,false,false,false,false,false,false,false
8612,FullBlast,true,false,true,false,true,false,false,false,false,false
8613,Beyond Dimensions,true,false,true,false,false,false,false,false,false,false
8614,Super Intergalactic Gang,false,false,true,true,true,false,false,false,false,false
8615,Gems of the Aztecs,false,false,true,false,false,false,false,false,false,false
8616,Sepia Tears,false,true,true,false,false,false,false,false,false,false
8617,Stikbold!,true,false,true,true,false,false,false,false,false,false
8618,Satellite Rush,false,false,true,false,false,false,false,false,false,false
8619,XenoShyft,false,false,true,true,true,false,false,false,false,false
8620,Cycle Of Tyrfing,true,false,true,false,false,false,false,false,false,false
8621,Space Pilgrim Episode I: Alpha Centauri,false,false,true,false,false,false,false,false,false,false
8622,Vision Runner,false,false,true,false,false,false,false,false,true,false
8623,Resilience: Wave Survival,false,false,true,false,false,false,false,false,false,false
8624,Falcon Gold,false,false,true,false,false,false,false,false,false,false
8625,Falcon 4.0,false,false,true,true,false,false,false,false,false,false
8626,The Walking Dead: Michonne,true,false,true,false,false,false,false,false,false,false
8627,A Wild Catgirl Appears!,false,false,true,false,false,false,false,false,false,false
8628,Fairy Tale Mysteries: The Puppet Thief,false,false,true,false,false,false,false,false,false,false
8629,The Emerald Maiden: Symphony of Dreams,false,false,true,false,false,false,false,false,false,false
8630,Dungeon Rushers,false,false,true,true,false,false,false,false,true,false
8631,Tales of Berseria,true,false,true,true,false,false,false,false,false,false
8632,Spellweaver,false,true,true,true,false,true,false,false,false,false
8633,Astro Duel,true,false,false,true,false,false,false,false,false,false
8634,Squirbs,true,false,true,false,true,false,false,false,false,false
8635,IMSCARED,false,false,true,false,false,false,false,false,false,false
8636,Bunny Hop League,false,false,true,false,false,false,false,false,false,false
8637,AdventureQuest 3D,false,false,false,true,true,true,true,false,false,false
8638,Unseen Diplomacy,false,false,true,false,false,false,false,false,false,true
8639,The Sad Story of Emmeline Burns,false,true,true,false,false,false,false,false,false,false
8640,ABO MANDO,true,false,true,false,false,false,false,false,false,false
8641,Dance of Death,false,false,true,false,false,false,false,false,false,false
8642,Elysium: Blood Games,false,false,true,false,false,false,false,false,false,false
8643,Babel: Choice,true,false,true,false,false,false,false,false,false,false
8644,Wondershot,true,false,true,true,false,false,false,false,false,false
8645,Grass Max,false,false,false,true,false,false,false,false,false,false
8646,Duplexer,false,false,true,false,false,false,false,false,false,false
8647,Nature Defenders,false,false,true,false,false,false,false,false,false,false
8648,Shmups Skill Test,true,false,true,true,false,false,false,false,false,false
8649,MINUS ZERO,true,false,true,false,false,false,false,false,false,false
8650,Memoranda,false,false,true,false,false,false,false,false,false,false
8651,Of Kings And Men,false,false,false,true,true,false,false,false,false,false
8652,Z. Year One,false,false,true,false,false,false,false,false,false,false
8653,Lucy -The Eternity She Wished For-,false,false,true,false,false,false,false,false,false,false
8654,DEFENDERS,false,false,true,true,false,false,false,false,false,false
8655,WolfQuest,false,false,true,true,true,false,false,false,false,false
8656,Disastr_Blastr,true,false,true,false,false,false,false,false,false,false
8657,Porradaria 2: Pagode of the Night,true,false,true,false,false,false,false,false,false,false
8658,Tiny Guardians,false,false,true,false,false,false,false,false,false,false
8659,Golf With Your Friends,false,false,false,true,false,false,false,false,false,false
8660,Mushroom Wars,false,false,true,true,false,false,false,false,false,false
8661,Cursed,false,false,true,false,false,false,false,false,false,false
8662,GooCubelets: The Algoorithm,false,false,true,false,false,false,false,false,false,false
8663,Level 22: Gary’s Misadventures,true,false,true,false,false,false,false,false,false,false
8664,Classic Fun Collection 5 in 1,false,false,true,false,false,false,false,false,false,false
8665,Dungeons Are Random,false,false,true,false,false,false,false,false,false,false
8666,The Legend: A University Story,false,false,true,false,false,false,false,false,false,false
8667,Diorama No.3 : The Marchland,false,false,true,false,false,false,false,false,false,true
8668,Diorama No.1 - Blocked In,false,false,true,false,false,false,false,false,false,false
8669,Mazement,false,false,true,false,false,false,false,false,false,false
8670,Alchemist's Awakening,false,false,true,true,true,false,false,false,true,false
8671,Midnight,false,false,true,false,false,false,false,false,false,false
8672,Inside The Code,false,false,true,false,false,false,false,false,false,false
8673,Clash of the Monsters,false,true,true,true,false,false,false,false,false,false
8674,Mystic Destinies: Serendipity of Aeons,false,true,true,false,false,false,true,false,false,false
8675,Frosty Kiss,false,true,true,false,false,false,false,false,false,false
8676,Hard Room,true,false,true,false,false,false,false,false,false,false
8677,Breakroom,false,false,false,false,false,false,false,false,false,false
8678,Earn to Die 2,true,false,true,false,false,false,false,false,false,false
8679,Automobilista,false,false,true,true,false,false,false,false,false,false
8680,Hubert's Island Adventure: Mouse o' War,false,false,true,true,false,false,false,false,false,false
8681,Action Legion,false,false,true,false,false,false,false,false,false,false
8682,Doodle Kingdom,false,false,true,false,false,false,false,false,false,false
8683,Nuts!: The Battle of the Bulge,false,false,true,false,false,false,false,false,false,false
8684,Space Pilgrim Episode II: Epsilon Indi,true,false,true,false,false,false,false,false,false,false
8685,Aseprite,false,false,false,false,false,false,false,false,false,false
8686,Chowderchu,false,false,true,false,false,false,false,false,false,false
8687,Iron Sea Defenders,false,false,true,false,false,false,false,false,false,false
8688,Rivalry,false,false,false,true,false,false,false,false,false,false
8689,Rencounter,false,false,true,false,false,false,false,false,false,false
8690,Drift Into Eternity,false,false,true,false,false,false,false,false,false,false
8691,3DRPG,true,false,true,false,false,false,false,false,false,false
8692,Projector Face,false,false,true,false,false,false,false,false,false,false
8693,Color Chemistry,false,false,true,false,false,false,false,false,false,false
8694,Castle Torgeath,false,false,true,false,false,false,false,false,false,false
8695,Psychocat: The Answer,false,false,true,false,false,false,false,false,false,false
8696,KABOUNCE,true,true,true,true,true,false,false,false,false,false
8697,Wildfire,true,false,true,true,false,false,false,false,false,false
8698,Wallpaper Engine,false,false,false,false,false,false,false,false,true,false
8699,Locked-in syndrome,false,false,true,false,false,false,false,false,false,false
8700,World's Dawn,false,false,true,false,false,false,false,false,false,false
8701,What's under your blanket !?,false,false,true,false,false,false,false,false,false,false
8702,Swanky Paint,false,false,false,false,false,false,false,false,false,false
8703,AfterShock: OUTBREAK,true,false,false,true,false,true,false,false,false,false
8704,Negligee,false,false,true,false,false,false,false,false,false,false
8705,Echo Tokyo: Phoenix,false,false,true,false,false,false,false,false,false,false
8706,Break Chance Memento,false,false,true,false,false,false,false,false,false,false
8707,They Came From The Moon,false,false,true,false,false,false,false,false,true,false
8708,Silver Knight,false,false,true,false,false,false,false,false,false,false
8709,Discouraged Workers TEEN,true,false,true,false,false,false,false,false,false,false
8710,Chef Solitaire: USA,false,false,true,false,false,false,false,false,false,false
8711,Voice of the Citizens,false,true,false,false,false,false,false,false,false,false
8712,"Axe, Bow & Staff",true,false,true,true,true,false,false,false,false,false
8713,UnderDread,false,false,true,false,false,false,false,false,false,false
8714,Soviet City,false,false,true,false,false,false,false,false,false,false
8715,Tiltagon,true,false,true,false,false,false,false,false,false,false
8716,BattleStorm,true,false,true,false,false,false,false,false,false,false
8717,Elemental Heroes,false,true,false,true,false,true,true,false,false,false
8718,Virtual Pool 4 Multiplayer,false,true,false,true,true,false,true,false,false,false
8719,Rytmik Lite Chiptune Synthesizer,false,false,false,false,false,false,false,false,false,false
8720,Sethian,false,false,true,false,false,false,false,false,false,false
8721,Hydra Slayer,false,false,true,false,false,false,false,false,false,false
8722,The Sacred Stone: A Story Adventure,false,false,true,false,false,false,false,false,false,false
8723,Magdalena,false,false,true,false,false,false,false,false,false,false
8724,Grenade Madness,false,false,false,true,false,false,false,false,false,false
8725,ATOM GRRRL!!,false,false,true,false,false,false,false,false,false,false
8726,Evertown,false,false,true,false,false,false,false,false,false,false
8727,DSS,false,false,true,false,false,false,false,false,false,false
8728,And So It Was,false,false,true,false,false,false,false,false,false,false
8729,Monumental,false,false,true,false,false,false,false,false,false,false
8730,Mimic Arena,true,false,false,true,false,false,false,false,false,false
8731,BuriedTown,false,false,true,false,false,false,false,false,false,false
8732,Welkin Road,false,false,true,false,false,false,false,false,false,false
8733,Small Town Terrors: Galdor's Bluff Collector's Edition,false,false,true,false,false,false,false,false,false,false
8734,Small Town Terrors: Livingston,false,false,true,false,false,false,false,false,false,false
8735,Dream Catcher Chronicles: Manitou,false,false,true,false,false,false,false,false,false,false
8736,Sisters,false,false,true,false,false,false,false,false,false,false
8737,Special Tactics,false,false,true,true,false,false,false,false,false,false
8738,Breakneck,false,false,true,false,false,false,false,false,false,false
8739,Orange Moon,false,false,true,false,false,false,false,false,false,false
8740,INVERSUS,true,false,true,true,true,false,false,false,false,false
8741,Green Game: TimeSwapper,true,false,true,false,false,false,false,false,false,false
8742,Lost Lands: The Golden Curse,false,false,true,false,false,false,false,false,false,false
8743,The Town of Light,true,false,true,false,false,false,false,false,false,true
8744,Zipple World,false,false,true,false,false,false,false,false,false,false
8745,Crash Landing,false,false,true,false,false,false,false,false,false,false
8746,WarBirds Dogfights,false,false,true,true,false,true,false,false,false,false
8747,CDF Starfighter VR,true,false,true,false,false,false,false,false,false,true
8748,Rhino's Rage,false,false,true,true,false,false,false,false,false,false
8749,Warlords Battlecry III,false,false,true,false,false,false,false,false,false,false
8750,Nemesis of the Roman Empire,false,false,true,false,false,false,false,false,false,false
8751,Marvel: Ultimate Alliance,false,false,true,true,true,false,false,false,false,false
8752,Marvel: Ultimate Alliance 2,false,false,true,true,true,false,false,false,false,false
8753,Slime Rancher,true,false,true,false,false,false,false,false,false,false
8754,BlackShot: Mercenary Warfare FPS,false,true,false,true,false,true,true,false,false,false
8755,Drawn: Dark Flight,false,false,true,false,false,false,false,false,false,false
8756,Luckless Seven,false,false,true,false,false,false,false,false,false,false
8757,Back in 1995,false,false,true,false,false,false,false,false,false,false
8758,Kim,false,false,true,false,false,false,false,false,false,false
8759,INFERNO CLIMBER,true,false,true,false,false,false,false,false,false,false
8760,Rayon Riddles - Rise of the Goblin King,true,false,true,false,false,false,false,false,false,false
8761,Super Flippin' Phones,true,false,true,false,false,false,false,false,false,false
8762,Heliborne,false,false,false,true,false,false,false,false,false,false
8763,Side Quest,true,false,true,false,false,false,false,false,false,false
8764,Timelapse,false,false,true,false,false,false,false,false,false,false
8765,The Song of Seven : Chapter One,false,false,true,false,false,false,false,false,false,false
8766,A Legend of Luca,false,false,true,false,false,false,false,false,false,true
8767,vrAMP,true,false,true,false,false,false,false,false,false,false
8768,Book of Merlin,false,false,true,false,false,false,false,false,false,false
8769,Blockpocalypse,false,false,true,true,true,false,false,false,false,false
8770,Professional Farmer 2017,true,false,true,false,false,false,false,false,false,false
8771,Carpe Lucem - Seize The Light,true,false,true,false,false,false,false,false,true,false
8772,The Grandfather,false,false,true,false,false,false,false,false,false,false
8773,Wooden Floor 2 - Resurrection,false,false,true,false,false,false,false,false,false,false
8774,XSplit,false,true,false,false,false,false,false,false,false,false
8775,Rescue From Goblin Deep,false,false,true,false,false,false,false,false,false,false
8776,Trulon: The Shadow Engine,false,false,true,false,false,false,false,false,false,false
8777,H1Z1: King of the Kill,false,false,false,true,false,false,false,false,false,false
8778,MechoEcho,false,false,true,false,false,false,false,false,false,false
8779,Neon Drive,true,false,true,false,false,false,false,false,false,false
8780,Aveyond 4: Shadow Of The Mist,false,false,true,false,false,false,false,false,false,false
8781,MARI indie 3.0,false,false,false,false,false,false,false,false,false,false
8782,Bit Blaster XL,true,false,true,false,false,false,false,false,false,false
8783,Shadow Of Nebula,false,false,true,false,false,false,false,false,false,false
8784,Paws,true,false,true,false,false,false,false,false,false,false
8785,Wishmaster,false,false,true,false,false,false,false,false,false,false
8786,Last Hope - Tower Defense,false,false,true,false,false,false,false,false,false,false
8787,Aerofly FS 2 Flight Simulator,false,false,true,false,false,false,false,false,false,false
8788,Duke Nukem 3D: 20th Anniversary World Tour,false,false,true,true,true,false,false,false,false,false
